task,rmse,relative,runs
namd2,19.77420243755259,0.1098583913673699,5
namd3,598.5083801992888,0.08974444593063165,5
sassena5,67.74460635401199,0.09370928953938662,5
sassena6,8.54358766095553,0.10837398728412018,5
