task,rmse,relative,runs
namd2,154.0896510962847,1.4317526526333837,5
namd3,762.9930173943633,0.4873563362612566,5
sassena5,392.789441664231,3.3478532291927556,5
sassena6,136.78137609421896,2.745885546880289,5
