task,rmse,relative,runs
namd2,113.8376722601796,1.215344962911738,1
namd3,702.5361171463677,0.3897757132516511,1
sassena5,393.5015206984871,3.271309124365635,1
sassena6,138.5350245204634,2.835301649173115,1
