row ID,id,time,atoms,cores,timesteps,outfreq,task,read_bytes,Prediction (read_bytes)
178,4942.0,0.03503184713375796,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6115335112121187E-4,5.6140382449705024E-5
179,4943.0,0.038216560509554146,1.0,0.0,1.0,0.0,sassena_ID0000005,1.601221652994448E-4,5.443037942892641E-5
180,4944.0,0.04140127388535032,1.0,0.0,1.0,0.0,sassena_ID0000005,1.601221652994448E-4,5.304141243878555E-5
181,4945.0,0.0445859872611465,1.0,0.0,1.0,0.0,sassena_ID0000005,5.170970119032005E-4,5.191523936709816E-5
182,4946.0,0.04777070063694268,1.0,0.0,1.0,0.0,sassena_ID0000005,1.601221652994448E-4,5.1009795315551296E-5
183,4947.0,0.050955414012738856,1.0,0.0,1.0,0.0,sassena_ID0000005,1.601221652994448E-4,5.0293341926833724E-5
184,4948.0,0.054140127388535034,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6067582211650095E-4,4.974096047457897E-5
185,4949.0,0.05732484076433121,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6073810850841976E-4,4.933236172393205E-5
186,4950.0,0.06050955414012739,1.0,0.0,1.0,0.0,sassena_ID0000005,1.601221652994448E-4,4.905045881470823E-5
187,4951.0,0.06369426751592357,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6039899370797289E-4,4.8880403960864474E-5
188,4952.0,0.06687898089171974,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6039899370797289E-4,4.880892951576337E-5
189,4953.0,0.07006369426751592,1.0,0.0,1.0,0.0,sassena_ID0000005,1.601221652994448E-4,4.882390833950606E-5
190,4954.0,0.0732484076433121,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6026057950370884E-4,4.8914084260520395E-5
191,4955.0,0.07643312101910829,1.0,0.0,1.0,0.0,sassena_ID0000005,1.605374079122369E-4,4.90689368093733E-5
192,4956.0,0.07961783439490447,1.0,0.0,1.0,0.0,sassena_ID0000005,1.60123318751147E-4,4.927864621532661E-5
193,4957.0,0.08280254777070065,1.0,0.0,1.0,0.0,sassena_ID0000005,1.601313929130624E-4,4.953412295431245E-5
194,4958.0,0.08598726114649682,1.0,0.0,1.0,0.0,sassena_ID0000005,0.0015262899700644104,4.9827066420001236E-5
195,4959.0,0.089171974522293,1.0,0.0,1.0,0.0,sassena_ID0000005,1.60157922302213E-4,5.015002207350832E-5
196,4960.0,0.09235668789808918,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6017522407774603E-4,5.049641531605401E-5
197,4961.0,0.09554140127388536,1.0,0.0,1.0,0.0,sassena_ID0000005,1.604739680686159E-4,5.086055102028416E-5
198,4962.0,0.09872611464968153,1.0,0.0,1.0,0.0,sassena_ID0000005,1.604866560373401E-4,5.123757744735765E-5
199,4963.0,0.10191082802547771,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6022366904923843E-4,5.1623420290275344E-5
200,4964.0,0.10509554140127389,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6036439015690686E-4,5.201469623019953E-5
201,4965.0,0.10828025477707007,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6125716177440989E-4,5.2408616137770955E-5
202,4966.0,0.11146496815286625,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6022597595264282E-4,5.280288687070188E-5
203,4967.0,0.11464968152866242,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6036785051201346E-4,5.319561850469509E-5
204,4968.0,0.1178343949044586,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6068504973011855E-4,5.3585241528408265E-5
205,4969.0,0.12101910828025478,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6033670731605405E-4,5.39704364664656E-5
206,4970.0,0.12420382165605096,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6055817004287652E-4,5.435007674982043E-5
207,4971.0,0.12738853503184713,1.0,0.0,1.0,0.0,sassena_ID0000005,2.5012830852553814E-4,5.4723184457257E-5
208,4972.0,0.1305732484076433,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6109567853610186E-4,5.508889775678509E-5
209,4973.0,0.1337579617834395,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6095841778354002E-4,5.544644840715769E-5
210,4974.0,0.13694267515923567,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6123524619206809E-4,5.579514746380174E-5
211,4975.0,0.14012738853503184,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6123524619206809E-4,5.6134377305427944E-5
212,4976.0,0.14331210191082802,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6095841778354002E-4,5.6463588203653276E-5
213,4977.0,0.1464968152866242,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6109683198780404E-4,5.678229785360055E-5
214,4978.0,0.14968152866242038,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6137366039633213E-4,5.709009253198549E-5
215,4979.0,0.15286624203821658,1.0,0.0,1.0,0.0,sassena_ID0000005,1.609653384937532E-4,5.738662882068359E-5
216,4980.0,0.15605095541401276,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6109683198780404E-4,5.767163510442188E-5
217,4981.0,0.15923566878980894,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6109683198780404E-4,5.794491230323506E-5
218,4982.0,0.16242038216560511,1.0,0.0,1.0,0.0,sassena_ID0000005,1.6123524619206809E-4,5.820633352144372E-5
