row ID,id,time,atoms,cores,timesteps,outfreq,task,utime,Prediction (utime)
62,4411.0,0.1656050955414013,0.0,0.0,1.0,0.0,sassena_ID0000005,0.19140263267641178,0.186983280740044
63,4412.0,0.16878980891719747,0.0,0.0,1.0,0.0,sassena_ID0000005,0.19139193943347196,0.1863863688956538
64,4413.0,0.17197452229299365,0.0,0.0,1.0,0.0,sassena_ID0000005,0.1914208111894094,0.18576267885973827
65,4414.0,0.17515923566878983,0.0,0.0,1.0,0.0,sassena_ID0000005,0.1914454056481709,0.18511236546427978
66,4415.0,0.178343949044586,0.0,0.0,1.0,0.0,sassena_ID0000005,0.19137376092047434,0.18443558725355094
67,4416.0,0.18152866242038218,0.0,0.0,1.0,0.0,sassena_ID0000005,0.19138659281200207,0.18373250516876868
68,4417.0,0.18471337579617836,0.0,0.0,1.0,0.0,sassena_ID0000005,0.19133205727300917,0.1830032813353425
69,4418.0,0.18789808917197454,0.0,0.0,1.0,0.0,sassena_ID0000005,0.1913170867328935,0.18224807795260567
70,4419.0,0.1910828025477707,0.0,0.0,1.0,0.0,sassena_ID0000005,0.19139407808205994,0.1814670562863992
71,4420.0,0.1942675159235669,0.0,0.0,1.0,0.0,sassena_ID0000005,0.11482831998460172,0.18066037576518632
72,4524.0,0.0031847133757961785,0.0,0.0,1.0,1.0,sassena_ID0000005,0.14681929488756054,0.14754259960709235
73,4525.0,0.006369426751592357,0.0,0.0,1.0,1.0,sassena_ID0000005,0.18958692002523606,0.17978866994019624
74,4526.0,0.009554140127388536,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19010340365922773,0.18517212484806245
75,4527.0,0.012738853503184714,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19077386999155233,0.19265785318224746
76,4528.0,0.01592356687898089,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19025631703326668,0.1947879308133238
77,4529.0,0.019108280254777073,0.0,0.0,1.0,1.0,sassena_ID0000005,0.1903001593293198,0.19473462603899372
78,4530.0,0.02229299363057325,0.0,0.0,1.0,1.0,sassena_ID0000005,0.190338655003903,0.19419725835744514
79,4531.0,0.025477707006369428,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19041350770448154,0.19358115175041704
80,4532.0,0.028662420382165606,0.0,0.0,1.0,1.0,sassena_ID0000005,0.1903782200027802,0.1929673337646883
81,4533.0,0.03184713375796178,0.0,0.0,1.0,1.0,sassena_ID0000005,0.1904038837858357,0.19236795203568957
82,4534.0,0.03503184713375796,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19033116973384517,0.19178133419146304
83,4535.0,0.038216560509554146,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19034079365249099,0.19120340426749358
84,4536.0,0.04140127388535032,0.0,0.0,1.0,1.0,sassena_ID0000005,0.1903557641926067,0.19063001248900696
85,4537.0,0.0445859872611465,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19035041757113677,0.19005738456466678
86,4538.0,0.04777070063694268,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19042099297453938,0.1894821796277797
87,4539.0,0.050955414012738856,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19175016307195483,0.1889014662066469
88,4540.0,0.054140127388535034,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19055679715987467,0.18831268193294978
89,4541.0,0.05732484076433121,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19165606253408468,0.18771359176288901
90,4542.0,0.06050955414012739,0.0,0.0,1.0,1.0,sassena_ID0000005,0.1903600414897826,0.18710224841486858
91,4543.0,0.06369426751592357,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19057283702428435,0.18647695604716136
92,4544.0,0.06687898089171974,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19032689243666928,0.18583623738676366
93,4545.0,0.07006369426751592,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19423313408257323,0.1851788041923972
94,4546.0,0.0732484076433121,0.0,0.0,1.0,1.0,sassena_ID0000005,0.1903557641926067,0.18450353077365128
95,4547.0,0.07643312101910829,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19040602243442367,0.1838094302063055
96,4548.0,0.07961783439490447,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19035255621972474,0.18309563284673414
97,4549.0,0.08280254777070065,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19038677459713207,0.1823613667376884
98,4550.0,0.08598726114649682,0.0,0.0,1.0,1.0,sassena_ID0000005,0.1903600414897826,0.18160593950244702
99,4551.0,0.089171974522293,0.0,0.0,1.0,1.0,sassena_ID0000005,0.19041564635306948,0.18082872133689165
100,4570.0,0.0031847133757961785,0.0,1.0,0.0,0.0,sassena_ID0000005,0.3150507394377493,0.20685970692206251
101,4581.0,0.0031847133757961785,0.0,1.0,0.0,1.0,sassena_ID0000005,0.16982794572109883,0.1768355258956722
102,4650.0,0.0031847133757961785,0.0,1.0,1.0,0.0,sassena_ID0000005,0.2594223510163927,0.23213335513992472
103,4651.0,0.006369426751592357,0.0,1.0,1.0,0.0,sassena_ID0000005,0.3806024573072276,0.3746618980114687
104,4652.0,0.009554140127388536,0.0,1.0,1.0,0.0,sassena_ID0000005,0.38194338997187677,0.381528956819947
105,4653.0,0.012738853503184714,0.0,1.0,1.0,0.0,sassena_ID0000005,0.3065506806249131,0.3831270604546915
106,4654.0,0.01592356687898089,0.0,1.0,1.0,0.0,sassena_ID0000005,0.3824256552284611,0.38315470032539883
107,4655.0,0.019108280254777073,0.0,1.0,1.0,0.0,sassena_ID0000005,0.3826470053573147,0.38256753619446116
108,4656.0,0.02229299363057325,0.0,1.0,1.0,0.0,sassena_ID0000005,0.38262454954714115,0.3815099618521198
109,4657.0,0.025477707006369428,0.0,1.0,1.0,0.0,sassena_ID0000005,0.382630965492905,0.3799207785080981
110,4658.0,0.028662420382165606,0.0,1.0,1.0,0.0,sassena_ID0000005,0.3825400729279168,0.3776659691787136
111,4659.0,0.03184713375796178,0.0,1.0,1.0,0.0,sassena_ID0000005,0.3826630452217244,0.37455605251554736
112,4660.0,0.03503184713375796,0.0,1.0,1.0,0.0,sassena_ID0000005,0.3827539377867126,0.37033114440394516
113,4661.0,0.038216560509554146,0.0,1.0,1.0,0.0,sassena_ID0000005,0.38262882684431704,0.3646225001539885
114,4662.0,0.04140127388535032,0.0,1.0,1.0,0.0,sassena_ID0000005,0.3826373814386689,0.35687061857488583
115,4663.0,0.0445859872611465,0.0,1.0,1.0,0.0,sassena_ID0000005,0.383434028037683,0.34614784914627633
116,4664.0,0.04777070063694268,0.0,1.0,1.0,0.0,sassena_ID0000005,0.38265983724884245,0.33078403361410935
117,4740.0,0.0031847133757961785,0.0,1.0,1.0,1.0,sassena_ID0000005,0.2573211287787247,0.23821512382312504
