row ID,id,time,atoms,cores,timesteps,outfreq,task,stime,Prediction (stime)
1,4239.0,0.0031847133757961785,0.0,0.0,0.0,0.0,namd_ID0000002,0.04021609430523321,0.4650673761516359
2,4240.0,0.006369426751592357,0.0,0.0,0.0,0.0,namd_ID0000002,0.5039534243342119,0.08101483651473869
3,4241.0,0.009554140127388536,0.0,0.0,0.0,0.0,namd_ID0000002,0.015197408966340165,0.06803866511486355
4,4258.0,0.0031847133757961785,0.0,0.0,0.0,1.0,namd_ID0000002,0.38921888727167825,0.5000861500512057
5,4259.0,0.006369426751592357,0.0,0.0,0.0,1.0,namd_ID0000002,0.08285800453693141,0.08741463631189282
6,4260.0,0.009554140127388536,0.0,0.0,0.0,1.0,namd_ID0000002,0.009362338224302743,0.06452472727453987
7,4275.0,0.0031847133757961785,0.0,0.0,1.0,0.0,namd_ID0000002,0.46687122195560105,0.4713533305739895
8,4276.0,0.006369426751592357,0.0,0.0,1.0,0.0,namd_ID0000002,0.01700693652229784,0.045629439134276605
9,4277.0,0.009554140127388536,0.0,0.0,1.0,0.0,namd_ID0000002,0.006543146742194774,0.0164955868960082
10,4278.0,0.012738853503184714,0.0,0.0,1.0,0.0,namd_ID0000002,0.0035403800007867514,0.012942618098416382
11,4279.0,0.01592356687898089,0.0,0.0,1.0,0.0,namd_ID0000002,0.0023995908894221315,0.012926026894827372
12,4280.0,0.019108280254777073,0.0,0.0,1.0,0.0,namd_ID0000002,0.0019275402226505646,0.012711210407414627
13,4281.0,0.02229299363057325,0.0,0.0,1.0,0.0,namd_ID0000002,0.0015472771855290245,0.012376038418502466
14,4282.0,0.025477707006369428,0.0,0.0,1.0,0.0,namd_ID0000002,0.0013243643706646736,0.012103690364220416
15,4283.0,0.028662420382165606,0.0,0.0,1.0,0.0,namd_ID0000002,0.0014161520003147007,0.011910681939218131
16,4284.0,0.03184713375796178,0.0,0.0,1.0,0.0,namd_ID0000002,0.0011932391854503495,0.011776539009554925
17,4285.0,0.03503184713375796,0.0,0.0,1.0,0.0,namd_ID0000002,0.0011539016298860523,0.011681032549938651
18,4286.0,0.038216560509554146,0.0,0.0,1.0,0.0,namd_ID0000002,0.0011932391854503495,0.01160987874652342
19,4287.0,0.04140127388535032,0.0,0.0,1.0,0.0,namd_ID0000002,0.002583166148722185,0.011553760593901667
20,4288.0,0.0445859872611465,0.0,0.0,1.0,0.0,namd_ID0000002,0.0018226400744791051,0.011506616026037503
21,4289.0,0.04777070063694268,0.0,0.0,1.0,0.0,namd_ID0000002,0.001337476889186106,0.011464274381671755
22,4290.0,0.050955414012738856,0.0,0.0,1.0,0.0,namd_ID0000002,0.0014686020744004303,0.011423455639866362
23,4291.0,0.054140127388535034,0.0,0.0,1.0,0.0,namd_ID0000002,0.0014030394817932683,0.01138096214190047
24,4292.0,0.05732484076433121,0.0,0.0,1.0,0.0,namd_ID0000002,7.998636298073771E-4,0.011332879876140844
25,4293.0,0.06050955414012739,0.0,0.0,1.0,0.0,namd_ID0000002,0.0012194642224932144,0.011273605220388347
26,4294.0,0.06369426751592357,0.0,0.0,1.0,0.0,namd_ID0000002,8.129761483288095E-4,0.011194498478894987
27,4295.0,0.06687898089171974,0.0,0.0,1.0,0.0,namd_ID0000002,2.4913785190721586E-4,0.011081962965287013
28,4444.0,0.0031847133757961785,0.0,0.0,1.0,1.0,namd_ID0000002,0.4633832920289,0.4501611400894237
29,4445.0,0.006369426751592357,0.0,0.0,1.0,1.0,namd_ID0000002,0.017295411929769352,0.03786495982310282
30,4446.0,0.009554140127388536,0.0,0.0,1.0,1.0,namd_ID0000002,0.006398909038459017,0.016024747107260158
31,4447.0,0.012738853503184714,0.0,0.0,1.0,1.0,namd_ID0000002,0.00369773022304394,0.01339509738362495
32,4448.0,0.01592356687898089,0.0,0.0,1.0,1.0,namd_ID0000002,0.0024651534820292935,0.013027580001938007
33,4449.0,0.019108280254777073,0.0,0.0,1.0,1.0,namd_ID0000002,0.002124228000472051,0.012513953509657137
34,4450.0,0.02229299363057325,0.0,0.0,1.0,1.0,namd_ID0000002,0.0016652898522219164,0.012059204589270064
35,4451.0,0.025477707006369428,0.0,0.0,1.0,1.0,namd_ID0000002,0.0012850268151003764,0.011737777081707012
36,4452.0,0.028662420382165606,0.0,0.0,1.0,1.0,namd_ID0000002,0.0013112518521432412,0.011524232941642388
37,4453.0,0.03184713375796178,0.0,0.0,1.0,1.0,namd_ID0000002,0.0012588017780575116,0.011383151869468044
38,4454.0,0.03503184713375796,0.0,0.0,1.0,1.0,namd_ID0000002,0.0011670141484074847,0.011288054925286705
39,4455.0,0.038216560509554146,0.0,0.0,1.0,1.0,namd_ID0000002,9.178762965002688E-4,0.011221571508054803
40,4456.0,0.04140127388535032,0.0,0.0,1.0,1.0,namd_ID0000002,0.0010358889631931606,0.011172695275925635
41,4457.0,0.0445859872611465,0.0,0.0,1.0,1.0,namd_ID0000002,0.0010752265187574577,0.011134414754288337
42,4458.0,0.04777070063694268,0.0,0.0,1.0,1.0,namd_ID0000002,8.523137038931068E-4,0.01110206572612556
43,4459.0,0.050955414012738856,0.0,0.0,1.0,1.0,namd_ID0000002,9.178762965002688E-4,0.01107220496092952
44,4460.0,0.054140127388535034,0.0,0.0,1.0,1.0,namd_ID0000002,9.309888150217012E-4,0.011041767404237788
45,4461.0,0.05732484076433121,0.0,0.0,1.0,1.0,namd_ID0000002,7.998636298073771E-4,0.011007305055400238
46,4462.0,0.06050955414012739,0.0,0.0,1.0,1.0,namd_ID0000002,0.0011014515558003225,0.010964125310409106
47,4463.0,0.06369426751592357,0.0,0.0,1.0,1.0,namd_ID0000002,3.147004445143779E-4,0.010905140233611846
48,4563.0,0.0031847133757961785,0.0,1.0,0.0,0.0,namd_ID0000002,0.919397348648755,0.7049821551487614
49,4572.0,0.0031847133757961785,0.0,1.0,0.0,1.0,namd_ID0000002,0.9026920000524501,0.6951681521549118
50,4573.0,0.006369426751592357,0.0,1.0,0.0,1.0,namd_ID0000002,0.021766780745577807,0.10698605641150148
51,4583.0,0.0031847133757961785,0.0,1.0,1.0,0.0,namd_ID0000002,0.9221772025752987,0.6699086518099828
52,4584.0,0.006369426751592357,0.0,1.0,1.0,0.0,namd_ID0000002,0.03583651311907478,0.05860869851149117
53,4585.0,0.009554140127388536,0.0,1.0,1.0,0.0,namd_ID0000002,0.012758480521353737,0.015064488173372904
54,4586.0,0.012738853503184714,0.0,1.0,1.0,0.0,namd_ID0000002,0.007238110223830691,0.012365406472497299
55,4587.0,0.01592356687898089,0.0,1.0,1.0,0.0,namd_ID0000002,0.004799181778844263,0.011889366694620908
56,4588.0,0.019108280254777073,0.0,1.0,1.0,0.0,namd_ID0000002,0.005913745853166018,0.011336606218126733
57,4589.0,0.02229299363057325,0.0,1.0,1.0,0.0,namd_ID0000002,0.0030158792599294547,0.0109354408894839
58,4590.0,0.025477707006369428,0.0,1.0,1.0,0.0,namd_ID0000002,0.0026880662968936445,0.010675112861007304
59,4591.0,0.028662420382165606,0.0,1.0,1.0,0.0,namd_ID0000002,0.00108833903727889,0.010506310995630411
60,4670.0,0.0031847133757961785,0.0,1.0,1.0,1.0,namd_ID0000002,0.9135622779067176,0.6249245710158496
61,4671.0,0.006369426751592357,0.0,1.0,1.0,1.0,namd_ID0000002,0.04846386845521419,0.050405604222570094
62,4672.0,0.009554140127388536,0.0,1.0,1.0,1.0,namd_ID0000002,0.017256074374205056,0.013787138570610322
63,4673.0,0.012738853503184714,0.0,1.0,1.0,1.0,namd_ID0000002,0.007224997705309258,0.011921516904206545
64,4674.0,0.01592356687898089,0.0,1.0,1.0,1.0,namd_ID0000002,0.005887520816123154,0.011203712252832928
65,4675.0,0.019108280254777073,0.0,1.0,1.0,1.0,namd_ID0000002,0.0046549440751085065,0.010665282250948305
66,4676.0,0.02229299363057325,0.0,1.0,1.0,1.0,namd_ID0000002,0.005664608001258803,0.010327708337525773
67,4677.0,0.025477707006369428,0.0,1.0,1.0,1.0,namd_ID0000002,0.004812294297365695,0.010122729363304498
68,4678.0,0.028662420382165606,0.0,1.0,1.0,1.0,namd_ID0000002,0.002674953778372212,0.009995325715161589
69,4751.0,0.0031847133757961785,1.0,0.0,0.0,0.0,namd_ID0000002,0.46877253714120876,0.47538964918171556
70,4752.0,0.006369426751592357,1.0,0.0,0.0,0.0,namd_ID0000002,0.02434994689429999,0.07558731950629005
71,4753.0,0.009554140127388536,1.0,0.0,0.0,0.0,namd_ID0000002,0.01250934266944652,0.06211306200001018
72,4754.0,0.012738853503184714,1.0,0.0,0.0,0.0,namd_ID0000002,0.004248456000944102,0.06928147429677008
73,4779.0,0.0031847133757961785,1.0,0.0,0.0,1.0,namd_ID0000002,0.4673694976594155,0.5004617924131648
74,4780.0,0.006369426751592357,1.0,0.0,0.0,1.0,namd_ID0000002,0.02500557282037161,0.0960371481419761
75,4781.0,0.009554140127388536,1.0,0.0,0.0,1.0,namd_ID0000002,0.012404442521275063,0.0893360984152619
76,4782.0,0.012738853503184714,1.0,0.0,0.0,1.0,namd_ID0000002,0.004222230963901237,0.08700148075428739
77,4825.0,0.0031847133757961785,1.0,0.0,1.0,0.0,namd_ID0000002,0.47013623906743773,0.46931542959140793
78,4826.0,0.006369426751592357,1.0,0.0,1.0,0.0,namd_ID0000002,0.023956571338657015,0.03676366348535539
79,4827.0,0.009554140127388536,1.0,0.0,1.0,0.0,namd_ID0000002,0.012417555039796494,0.014774317437515463
80,4828.0,0.012738853503184714,1.0,0.0,1.0,0.0,namd_ID0000002,0.009427900816909906,0.011958437508659851
81,4829.0,0.01592356687898089,1.0,0.0,1.0,0.0,namd_ID0000002,0.008628037187102528,0.012124286991107522
82,4830.0,0.019108280254777073,1.0,0.0,1.0,0.0,namd_ID0000002,0.007906848668423744,0.012155747029002885
83,4831.0,0.02229299363057325,1.0,0.0,1.0,0.0,namd_ID0000002,0.007644598297995096,0.012014970420144138
84,4832.0,0.025477707006369428,1.0,0.0,1.0,0.0,namd_ID0000002,0.007120097557137799,0.011873926350038472
85,4833.0,0.028662420382165606,1.0,0.0,1.0,0.0,namd_ID0000002,0.0072643352608735565,0.011766402224384194
86,4834.0,0.03184713375796178,1.0,0.0,1.0,0.0,namd_ID0000002,0.007185660149744962,0.011687095308239373
87,4835.0,0.03503184713375796,1.0,0.0,1.0,0.0,namd_ID0000002,0.007120097557137799,0.011626567908391998
88,4836.0,0.038216560509554146,1.0,0.0,1.0,0.0,namd_ID0000002,0.007303672816437854,0.011577892753757306
89,4837.0,0.04140127388535032,1.0,0.0,1.0,0.0,namd_ID0000002,0.007211885186787827,0.011536718408206538
90,4838.0,0.0445859872611465,1.0,0.0,1.0,0.0,namd_ID0000002,0.00668738444593053,0.011500417106901918
91,4839.0,0.04777070063694268,1.0,0.0,1.0,0.0,namd_ID0000002,0.006621821853323368,0.011467406593130858
92,4840.0,0.050955414012738856,1.0,0.0,1.0,0.0,namd_ID0000002,0.00658248429775907,0.011436724892960777
93,4841.0,0.054140127388535034,1.0,0.0,1.0,0.0,namd_ID0000002,0.00696274733488061,0.011407779075929473
94,4842.0,0.05732484076433121,1.0,0.0,1.0,0.0,namd_ID0000002,0.006739834520016259,0.011380198069812808
95,4843.0,0.06050955414012739,1.0,0.0,1.0,0.0,namd_ID0000002,0.006857847186709152,0.011353745700673353
96,4844.0,0.06369426751592357,1.0,0.0,1.0,0.0,namd_ID0000002,0.006805397112623422,0.011328268655710006
97,4845.0,0.06687898089171974,1.0,0.0,1.0,0.0,namd_ID0000002,0.0066349343718448,0.011303664964699967
98,4846.0,0.07006369426751592,1.0,0.0,1.0,0.0,namd_ID0000002,0.007421685483130745,0.011279864720343875
99,4847.0,0.0732484076433121,1.0,0.0,1.0,0.0,namd_ID0000002,0.006543146742194774,0.011256818197912298
100,4848.0,0.07643312101910829,1.0,0.0,1.0,0.0,namd_ID0000002,0.006661159408887666,0.011234488497328431
101,4849.0,0.07961783439490447,1.0,0.0,1.0,0.0,namd_ID0000002,0.006595596816280504,0.01121284697289289
102,4850.0,0.08280254777070065,1.0,0.0,1.0,0.0,namd_ID0000002,0.006792284594101989,0.011191870392750606
103,4851.0,0.08598726114649682,1.0,0.0,1.0,0.0,namd_ID0000002,0.006936522297837746,0.01117153917756547
104,4852.0,0.089171974522293,1.0,0.0,1.0,0.0,namd_ID0000002,0.006674271927409097,0.011151836315982789
105,4853.0,0.09235668789808918,1.0,0.0,1.0,0.0,namd_ID0000002,0.005376132593787289,0.01113274670696183
106,4854.0,0.09554140127388536,1.0,0.0,1.0,0.0,namd_ID0000002,0.006739834520016259,0.011114256773456541
107,4855.0,0.09872611464968153,1.0,0.0,1.0,0.0,namd_ID0000002,0.006595596816280504,0.011096354250672
108,4856.0,0.10191082802547771,1.0,0.0,1.0,0.0,namd_ID0000002,0.006818509631144855,0.011079028088867902
