row ID,id,time,atoms,cores,timesteps,outfreq,task,read_bytes,Prediction (read_bytes)
1,4239.0,0.0031847133757961785,0.0,0.0,0.0,0.0,namd_ID0000002,0.006744029095265531,0.025901787281900148
2,4240.0,0.006369426751592357,0.0,0.0,0.0,0.0,namd_ID0000002,0.04157646073599366,0.010233384541309514
3,4241.0,0.009554140127388536,0.0,0.0,0.0,0.0,namd_ID0000002,0.01540254117751928,0.00435281254626632
4,4258.0,0.0031847133757961785,0.0,0.0,0.0,1.0,namd_ID0000002,0.02575215532975803,0.038415008659619505
5,4259.0,0.006369426751592357,0.0,0.0,0.0,1.0,namd_ID0000002,0.015420650369243824,0.008803148780199478
6,4260.0,0.009554140127388536,0.0,0.0,0.0,1.0,namd_ID0000002,0.011665180030828188,0.004718378619286388
7,4275.0,0.0031847133757961785,0.0,0.0,1.0,0.0,namd_ID0000002,0.04684398975737195,0.03123002562507449
8,4276.0,0.006369426751592357,0.0,0.0,1.0,0.0,namd_ID0000002,0.0077476347333812826,0.0033001107880992965
9,4277.0,0.009554140127388536,0.0,0.0,1.0,0.0,namd_ID0000002,0.007628205190683762,0.0019078477253528735
10,4278.0,0.012738853503184714,0.0,0.0,1.0,0.0,namd_ID0000002,0.002707410671697085,0.0015879169734611062
11,4279.0,0.01592356687898089,0.0,0.0,1.0,0.0,namd_ID0000002,3.842274499716421E-4,0.0014331972120915852
12,4280.0,0.019108280254777073,0.0,0.0,1.0,0.0,namd_ID0000002,3.704506228405618E-4,0.0013441228850349784
13,4281.0,0.02229299363057325,0.0,0.0,1.0,0.0,namd_ID0000002,3.8423437068185534E-4,0.0012929893645308305
14,4282.0,0.025477707006369428,0.0,0.0,1.0,0.0,namd_ID0000002,3.70382569190132E-4,0.0012718562962204568
15,4283.0,0.028662420382165606,0.0,0.0,1.0,0.0,namd_ID0000002,3.830913000449748E-4,0.0012751638007546255
16,4284.0,0.03184713375796178,0.0,0.0,1.0,0.0,namd_ID0000002,3.713549289750868E-4,0.001290332553034711
17,4285.0,0.03503184713375796,0.0,0.0,1.0,0.0,namd_ID0000002,3.8320664521519483E-4,0.0013030099575124029
18,4286.0,0.038216560509554146,0.0,0.0,1.0,0.0,namd_ID0000002,3.713318599410428E-4,0.0013063444577789674
