"","time","atoms","cores","timesteps","outfreq","task","stime","utime","iowait","write_bytes","read_bytes","syscw","syscr","vmSize","vmRSS"
"1",1,"L","L","L","L","namd_ID0000002",336.59,2036.68,2.67,5878667,25033792,8144,699680,492612504,3080812
"2",2,"L","L","L","L","namd_ID0000002",21.34,3584.32,0,1181262,8948892,1145,72370,209164,19240
"3",3,"L","L","L","L","namd_ID0000002",3.14,1438.9,0,468422,890845,335,6798,196876,584
"4",1,"L","L","L","L","namd_ID0000002",357.41,3218.01,6.94,6341842,27469196,8378,719255,492568856,3081952
"5",2,"L","L","L","L","namd_ID0000002",12.18,2872.6,0,942270,5276163,836,42306,102540,12856
"6",1,"L","L","L","L","namd_ID0000002",0.02,0,0,4251272,4198082,271,708,56504,2228
"7",2,"L","L","L","L","namd_ID0000002",352.67,3104.8,5.4,2095700,28580526,8338,762171,482419516,3030344
"8",3,"L","L","L","L","namd_ID0000002",11.62,3519.3,0,945642,329269,728,1396,328480,1900
"9",1,"L","L","L","L","namd_ID0000002",352.47,3019.12,1.96,6350621,31703148,8609,753937,492763764,3097488
"10",2,"L","L","L","L","namd_ID0000002",14.03,3591.44,0,1168757,325517,763,1402,197004,1884
"11",1,"L","L","L","L","namd_ID0000003",670.56,3411.07,2.14,5495902,45540714,2644,881371,984676120,6119664
"12",2,"L","L","L","L","namd_ID0000003",53.91,7165.95,0,2695544,402857,494,1743,196744,876
"13",3,"L","L","L","L","namd_ID0000003",11.74,6197.13,0,2902772,331471,411,1431,65536,572
"14",4,"L","L","L","L","namd_ID0000003",8.35,8019.09,0,2711088,474377,602,2056,327680,2176
"15",5,"L","L","L","L","namd_ID0000003",4.31,7214.23,0,2918753,414340,523,1788,393216,892
"16",6,"L","L","L","L","namd_ID0000003",3.19,7230.68,0,2919614,415026,538,1791,131072,1108
"17",7,"L","L","L","L","namd_ID0000003",0.48,1441.8,0,448462,77236,74,333,132,292
"18",1,"L","L","L","L","namd_ID0000003",700.93,5113.38,10.35,6383196,38655730,2475,824322,984785232,6114860
"19",2,"L","L","L","L","namd_ID0000003",33.97,7178.03,0,2246580,396598,419,1707,263128,6364
"20",3,"L","L","L","L","namd_ID0000003",10.99,7200.66,0,2470041,404053,446,1738,196872,2184
"21",4,"L","L","L","L","namd_ID0000003",6.3,7205.73,0,2480349,6734736,756,53917,360448,18088
"22",5,"L","L","L","L","namd_ID0000003",4.06,7208.53,0,2475706,4004195,617,31329,507904,5512
"23",6,"L","L","L","L","namd_ID0000003",3.03,7209.43,0,2469546,402094,439,1724,131072,72
"24",7,"L","L","L","L","namd_ID0000003",2.34,7461.27,0,2245236,395726,402,1696,131072,1396
"25",1,"L","L","L","L","namd_ID0000003",682.22,3606.64,2.87,5493065,41891920,2493,851329,984828448,6137796
"26",2,"L","L","L","L","namd_ID0000003",47.82,7163.5,0.65,2693540,398873,474,1724,393216,2236
"27",3,"L","L","L","L","namd_ID0000003",12.58,7198.43,0,2472348,409961,469,1763,458752,2004
"28",4,"L","L","L","L","namd_ID0000003",6.06,7205.63,0,2692296,398695,466,1726,393216,912
"29",5,"L","L","L","L","namd_ID0000003",4.14,7259.68,0,2696188,411367,502,1771,524288,1748
"30",6,"L","L","L","L","namd_ID0000003",2.84,7234.12,0,2470372,405169,445,1736,196608,1912
"31",7,"L","L","L","L","namd_ID0000003",1.48,4325.53,0,1570582,239055,278,1034,65536,1380
"32",1,"L","L","L","L","namd_ID0000003",711.64,6116.2,7.98,6619084,44999834,2840,876404,985013028,6124708
"33",2,"L","L","L","L","namd_ID0000003",27.46,7186.2,0,2470616,404886,451,1744,262276,3196
"34",3,"L","L","L","L","namd_ID0000003",9.65,7201.85,0,2693735,404402,475,1744,196608,1392
"35",4,"L","L","L","L","namd_ID0000003",5.41,7220.65,0,2471241,405180,463,1747,196740,916
"36",5,"L","L","L","L","namd_ID0000003",3.58,7220.29,0,2469233,399754,436,1718,131072,1156
"37",1,"L","L","L","L","sassena_ID0000005",242.5,1122.66,8.65,185516,54262568,860,65481,253564888,1756868
"38",2,"L","L","L","L","sassena_ID0000005",117.86,1678.83,0,5035,142888,661,1233,131072,1868
"39",3,"L","L","L","L","sassena_ID0000005",118.28,1684.5,0,4458,142098,625,1195,131220,1036
"40",4,"L","L","L","L","sassena_ID0000005",116.02,1686.57,0,4687,142098,646,1195,131208,1752
"41",5,"L","L","L","L","sassena_ID0000005",109.99,1689.85,0,4569,141745,641,1193,0,512
"42",6,"L","L","L","L","sassena_ID0000005",46.89,674.3,0,1602,57376,217,472,131072,8
"43",1,"L","L","L","L","sassena_ID0000005",275.25,1456.39,16.69,185952,54304435,1124,65867,253630392,1756648
"44",2,"L","L","L","L","sassena_ID0000005",123.65,1689.75,0,4799,142474,662,1231,131072,2548
"45",3,"L","L","L","L","sassena_ID0000005",118.86,1693.93,0,4704,141946,672,1229,262144,756
"46",4,"L","L","L","L","sassena_ID0000005",117.64,1692.33,0,4855,142234,670,1195,136,1276
"47",5,"L","L","L","L","sassena_ID0000005",115.51,1688.44,0,4463,142626,614,1195,65688,1520
"48",1,"L","L","L","L","sassena_ID0000005",275.45,1427.62,14.33,184974,54056176,1018,63804,253630276,1756768
"49",2,"L","L","L","L","sassena_ID0000005",122.9,1680.01,0,4883,142489,674,1231,65684,2096
"50",3,"L","L","L","L","sassena_ID0000005",118.01,1685.33,0,4704,141940,672,1229,131072,1720
"51",4,"L","L","L","L","sassena_ID0000005",107.48,1690.93,0,4181,141758,574,1123,65672,524
"52",5,"L","L","L","L","sassena_ID0000005",112.17,1690.7,0,4575,142803,630,1231,65536,784
"53",1,"L","L","L","L","sassena_ID0000005",247.08,1116.39,2.21,185644,54186413,896,64902,253630276,1757052
"54",2,"L","L","L","L","sassena_ID0000005",125.23,1677.4,0,5004,142666,668,1233,148,1788
"55",3,"L","L","L","L","sassena_ID0000005",118.51,1684.4,0,4452,141346,636,1193,148,1240
"56",4,"L","L","L","L","sassena_ID0000005",116.37,1687.32,0,4855,142120,670,1231,136,1520
"57",5,"L","L","L","L","sassena_ID0000005",115.8,1687.48,0,4827,142327,666,1231,131368,1288
"58",6,"L","L","L","L","sassena_ID0000005",68.24,1022.02,0,2688,85286,384,723,65536,240
"59",1,"L","L","L","L","sassena_ID0000006",174.7,1215.92,12.32,190960,53902428,1264,62584,253545840,1806380
"60",2,"L","L","L","L","sassena_ID0000006",10.69,1792.33,0,6843,143869,954,1441,132,2456
"61",3,"L","L","L","L","sassena_ID0000006",1.09,359.53,0,1411,29209,178,291,0,756
"62",1,"L","L","L","L","sassena_ID0000006",178.47,1469.9,15.41,191111,54915514,1360,71181,253545868,1806536
"63",2,"L","L","L","L","sassena_ID0000006",8.71,1794.33,0,7468,144688,1020,1485,1076,3512
"64",1,"L","L","L","L","sassena_ID0000006",175.92,1540.4,12.04,189967,54894570,1360,71103,253545984,1807716
"65",2,"L","L","L","L","sassena_ID0000006",7.23,1435,0,6148,115210,843,1212,0,1696
"66",1,"L","L","L","L","sassena_ID0000006",177.57,1517.42,12.53,189829,55050348,1330,72353,253480756,1807720
"67",2,"L","L","L","L","sassena_ID0000006",9.12,1793.99,0,7358,144683,1004,1485,132,1488
"68",1,"L","L","L","H","namd_ID0000002",361.79,3093.08,2.31,5689368,38901607,8902,813160,492628220,3094348
"69",2,"L","L","L","H","namd_ID0000002",13.72,3691.07,0,291083,12667171,1254,102913,586528,8320
"70",1,"L","L","L","H","namd_ID0000002",342.82,2429.55,5.64,5666721,31767798,8361,754900,492844736,3093504
"71",2,"L","L","L","H","namd_ID0000002",19.34,3586.1,0,271334,310576,634,1320,328472,348
"72",3,"L","L","L","H","namd_ID0000002",1.49,719.45,0,9268,57449,112,248,65800,528
"73",1,"L","L","L","H","namd_ID0000002",351.42,3142.66,1.73,5664022,23642817,8071,687863,492767004,3080920
"74",2,"L","L","L","H","namd_ID0000002",11.22,2873.33,0,262951,247486,535,1056,396,3964
"75",1,"L","L","L","H","namd_ID0000002",353.24,3125.92,1.35,5693312,40622966,8914,827231,492794336,3102240
"76",2,"L","L","L","H","namd_ID0000002",14.18,3603.72,0,287590,11805857,1157,95738,162848,6088
"77",1,"L","L","L","H","namd_ID0000002",340.91,1779.75,56.74,5668066,32116262,8426,757968,492467296,3099264
"78",2,"L","L","L","H","namd_ID0000002",25.67,3580.12,0,300356,17290191,1527,140908,270868,9404
"79",3,"L","L","L","H","namd_ID0000002",2,736.64,0,12791,2643569,223,21518,6412,1916
"80",1,"L","L","L","H","namd_ID0000003",702.9,5082.07,3.83,5261385,38919878,2248,826763,984789828,6117400
"81",2,"L","L","L","H","namd_ID0000003",33.6,7178.03,0,1350784,378882,283,1633,131072,3428
"82",3,"L","L","L","H","namd_ID0000003",10.76,7200.65,0,1348306,372708,253,1610,327680,1972
"83",4,"L","L","L","H","namd_ID0000003",4.86,5763.95,0,1125928,306627,240,1324,327680,900
"84",5,"L","L","L","H","namd_ID0000003",4.17,7475.55,0,1347444,373325,251,1610,327680,912
"85",6,"L","L","L","H","namd_ID0000003",3.1,7208.97,0,1348531,376080,261,1618,196608,2228
"86",7,"L","L","L","H","namd_ID0000003",1.13,2883.56,0,450029,149537,92,643,196608,828
"87",1,"L","L","L","H","namd_ID0000003",684.81,3645.48,5.38,5049146,44356348,2545,871306,985018980,6118364
"88",2,"L","L","L","H","namd_ID0000003",49.28,7165.48,0,1574147,380776,313,1637,262144,1920
"89",3,"L","L","L","H","namd_ID0000003",13,7198.09,0,1349387,380529,262,1628,196608,1888
"90",4,"L","L","L","H","namd_ID0000003",6.9,7205.32,0,1358716,6312039,544,50453,339968,9504
"91",5,"L","L","L","H","namd_ID0000003",4.2,7207.27,0,1570612,375159,280,1614,458752,1384
"92",6,"L","L","L","H","namd_ID0000003",2.91,7212.85,0,1351228,387364,284,1651,327680,624
"93",1,"L","L","L","H","namd_ID0000003",700.54,5170.15,1.19,5485693,39011305,2305,827386,984993640,6124364
"94",2,"L","L","L","H","namd_ID0000003",32.05,7210.5,0,1573208,380598,300,1636,196608,2468
"95",3,"L","L","L","H","namd_ID0000003",10.56,7224.37,0,1349949,380043,272,1631,65536,596
"96",4,"L","L","L","H","namd_ID0000003",5.54,7210.58,0,1349153,380813,266,1634,458752,1688
"97",5,"L","L","L","H","namd_ID0000003",3.56,7320.66,0,1349475,380202,274,1631,262144,1956
"98",6,"L","L","L","H","namd_ID0000003",2.17,5782.81,0,1123844,303728,216,1301,327680,900
"99",1,"L","L","L","H","namd_ID0000003",706.26,5809.28,6.57,5500297,39149822,2472,828570,984978140,6130628
"100",2,"L","L","L","H","namd_ID0000003",29.12,7183.02,0,1349961,379695,267,1626,393216,3280
"101",3,"L","L","L","H","namd_ID0000003",10.21,7202.08,0,1348455,373943,264,1611,458884,3760
"102",4,"L","L","L","H","namd_ID0000003",5.94,7205.74,0,1357693,6371620,535,51077,436224,18668
"103",5,"L","L","L","H","namd_ID0000003",3.9,7208.61,0,1354122,4534324,442,35875,358400,4492
"104",6,"L","L","L","H","namd_ID0000003",2.88,7224.61,0,1349024,382693,265,1636,327680,1320
"105",1,"L","L","L","H","namd_ID0000003",724.26,4911.56,14.08,5276525,39399631,2563,830470,984894364,6107156
"106",2,"L","L","L","H","namd_ID0000003",34.87,7177.48,0,1350844,378317,283,1633,458752,1704
"107",3,"L","L","L","H","namd_ID0000003",10.88,7202.63,0,1571677,372543,287,1616,458752,1144
"108",4,"L","L","L","H","namd_ID0000003",5.98,7372.83,0,1350991,383080,280,1651,196608,616
"109",5,"L","L","L","H","namd_ID0000003",3.82,7237.14,0,1572648,377963,303,1637,720896,1484
"110",6,"L","L","L","H","namd_ID0000003",2.74,7218.39,0,1348060,373575,252,1610,196608,1128
"111",7,"L","L","L","H","namd_ID0000003",0.38,1441.86,0,226390,77002,59,330,131072,276
"112",1,"L","L","L","H","sassena_ID0000005",287.77,1110.12,7.09,185635,30956421,1065,59724,253559884,1701852
"113",2,"L","L","L","H","sassena_ID0000005",196.77,1604.67,0,7999,143097,1119,1564,65536,3304
"114",3,"L","L","L","H","sassena_ID0000005",190.29,1610.42,0,8102,143585,1111,1560,65672,2316
"115",1,"L","L","L","H","sassena_ID0000005",251.37,736.52,3.55,182124,30909927,844,59379,253231380,1700236
"116",2,"L","L","L","H","sassena_ID0000005",200.91,1602.06,0,8425,144921,1145,1565,262276,2320
"117",3,"L","L","L","H","sassena_ID0000005",202.8,1599.83,0,8409,144295,1178,1627,65536,3588
"118",4,"L","L","L","H","sassena_ID0000005",108.12,965.16,0,4723,86381,651,899,131072,1028
"119",1,"L","L","L","H","sassena_ID0000005",343.04,1359.45,13.51,186231,30984934,1386,60114,253296884,1701852
"120",2,"L","L","L","H","sassena_ID0000005",205.14,1598.19,0,8445,145408,1171,1593,131204,2568
"121",3,"L","L","L","H","sassena_ID0000005",184.98,1612.2,0,7739,144472,1082,1519,196608,2348
"122",1,"L","L","L","H","sassena_ID0000005",310.55,1246.51,14.71,185138,30948185,1184,59881,253362788,1701896
"123",2,"L","L","L","H","sassena_ID0000005",201.89,1595.84,0,8422,144214,1168,1570,132,2548
"124",3,"L","L","L","H","sassena_ID0000005",179.43,1619.93,0,7513,144490,1038,1527,458752,1868
"125",1,"L","L","L","H","sassena_ID0000005",332.9,1374.66,20.8,185165,30965599,1296,59984,253428084,1701108
"126",2,"L","L","L","H","sassena_ID0000005",203.43,1599.51,0,8646,145087,1188,1617,65668,2844
"127",3,"L","L","L","H","sassena_ID0000005",200.22,1602.75,0,8243,144465,1154,1591,196608,2828
"128",1,"L","L","L","H","sassena_ID0000006",169.56,818.95,1.43,185704,31670666,932,65835,253367424,1729864
"129",2,"L","L","L","H","sassena_ID0000006",8.71,712.51,0,3768,58022,503,652,268,516
"130",1,"L","L","L","H","sassena_ID0000006",166.27,857.75,4.97,185135,31987781,975,68467,253302420,1730124
"131",2,"L","L","L","H","sassena_ID0000006",9.12,711.97,0,3539,58052,482,652,132,276
"132",1,"L","L","L","H","sassena_ID0000006",170.03,1194.31,1.54,186305,31635139,1200,65574,253432956,1730088
"133",2,"L","L","L","H","sassena_ID0000006",3.43,355.28,0,1840,28622,263,292,264,540
"134",1,"L","L","L","H","sassena_ID0000006",177.19,1537.46,15.3,189337,32040338,1374,69028,253367996,1731356
"135",1,"L","L","L","H","sassena_ID0000006",174.12,1240.98,15.29,187665,31579453,1269,65080,253367568,1730252
"136",2,"L","L","L","H","sassena_ID0000006",3.09,357.77,0,2167,29568,286,345,136,796
"137",1,"L","L","H","L","namd_ID0000002",345.64,2956.56,1.75,6340624,26296164,8297,709581,492701328,3085756
"138",2,"L","L","H","L","namd_ID0000002",12.99,3592.63,0,943834,323533,712,1379,197408,2688
"139",3,"L","L","H","L","namd_ID0000002",5.24,3600.2,0,1177475,5449315,1004,43466,442632,14912
"140",4,"L","L","H","L","namd_ID0000002",2.69,3636.35,0,1166792,320795,745,1380,197668,396
"141",5,"L","L","H","L","namd_ID0000002",1.87,3603.57,0,945291,333646,724,1413,262408,152
"142",6,"L","L","H","L","namd_ID0000002",1.36,3604.17,0,1165882,321457,736,1377,196872,1148
"143",7,"L","L","H","L","namd_ID0000002",1.32,3604.47,0,946071,333335,733,1416,132136,872
"144",8,"L","L","H","L","namd_ID0000002",1.02,3604.68,0,1166936,323549,749,1388,328080,356
"145",9,"L","L","H","L","namd_ID0000002",0.97,3604.3,0,944537,330760,718,1403,396,1364
"146",10,"L","L","H","L","namd_ID0000002",0.94,3604.93,0,1168430,328258,758,1404,197004,372
"147",11,"L","L","H","L","namd_ID0000002",0.97,3615.93,0,943707,326842,712,1389,196744,76
"148",12,"L","L","H","L","namd_ID0000002",0.79,3605.05,0,1168401,328587,757,1404,197004,880
"149",13,"L","L","H","L","namd_ID0000002",0.77,3604.96,0,943684,326671,711,1389,328880,392
"150",14,"L","L","H","L","namd_ID0000002",2.22,3603.33,0,1174635,5645233,975,45161,281112,12328
"151",15,"L","L","H","L","namd_ID0000002",0.8,3604.75,0,944765,332459,722,1411,328076,412
"152",16,"L","L","H","L","namd_ID0000002",0.69,3609.16,0,943239,322231,706,1373,131864,72
"153",17,"L","L","H","L","namd_ID0000002",0.78,3607.66,0,1168787,332731,763,1420,131336,1152
"154",18,"L","L","H","L","namd_ID0000002",0.74,3613.64,0,1077367,321367,731,1377,197140,1212
"155",19,"L","L","H","L","namd_ID0000002",0.77,3605.24,0,1034616,333515,738,1416,66196,352
"156",20,"L","L","H","L","namd_ID0000002",0.15,720.91,0,231458,57811,130,251,65668,28
"157",1,"L","L","H","L","namd_ID0000002",344.1,2408.31,1.86,6112292,28483752,8349,727755,492549608,3082624
"158",2,"L","L","H","L","namd_ID0000002",19.19,3603.36,0,1170129,333389,773,1420,197012,2232
"159",3,"L","L","H","L","namd_ID0000002",6.03,3600.32,0,946820,334303,743,1420,197004,832
"160",4,"L","L","H","L","namd_ID0000002",3.19,3602.42,0,1169882,332433,778,1423,197536,1428
"161",5,"L","L","H","L","namd_ID0000002",2.1,3603.46,0,1168412,328463,759,1404,65932,584
"162",6,"L","L","H","L","namd_ID0000002",1.65,3626.95,0,946762,339089,747,1436,196872,1128
"163",7,"L","L","H","L","namd_ID0000002",1.26,3604.22,0,1170574,333909,781,1425,328212,156
"164",8,"L","L","H","L","namd_ID0000002",1.23,3604.4,0,1167695,328127,756,1402,393876,1416
"165",9,"L","L","H","L","namd_ID0000002",0.94,3607.51,0,945795,333082,736,1414,660,1316
"166",10,"L","L","H","L","namd_ID0000002",0.86,3610.1,0,1169534,333935,767,1422,328340,2716
"167",11,"L","L","H","L","namd_ID0000002",1.08,3604.61,0,944577,327854,727,1396,263848,3692
"168",12,"L","L","H","L","namd_ID0000002",0.65,2887.06,0,935983,271014,615,1150,131604,1396
"169",13,"L","L","H","L","namd_ID0000002",0.83,3604.63,0,1168914,333080,765,1420,66204,1368
"170",14,"L","L","H","L","namd_ID0000002",0.87,3604.72,0,946333,328748,743,1401,131476,2720
"171",15,"L","L","H","L","namd_ID0000002",0.72,3605.12,0,1169116,335142,769,1428,328212,1716
"172",16,"L","L","H","L","namd_ID0000002",0.69,3604.32,0,1169986,336471,771,1430,131472,1116
"173",17,"L","L","H","L","namd_ID0000002",0.78,3605.72,0,944849,329515,730,1402,328216,2984
"174",18,"L","L","H","L","namd_ID0000002",0.74,3609.28,0,1170510,334023,781,1425,262804,892
"175",19,"L","L","H","L","namd_ID0000002",0.76,3604.61,0,1167743,327951,756,1402,131484,1616
"176",20,"L","L","H","L","namd_ID0000002",0.48,2883.94,0,711117,264083,573,1120,197008,832
"177",1,"L","L","H","L","namd_ID0000003",678.64,3631.74,4.32,5713962,43810350,2401,867103,984800420,6134448
"178",2,"L","L","H","L","namd_ID0000003",48.14,7163.95,0,2695477,406002,496,1751,458884,3284
"179",3,"L","L","H","L","namd_ID0000003",12.49,6988.91,0,2695296,394695,490,1697,0,956
"180",4,"L","L","H","L","namd_ID0000003",6.32,7205.75,0,2919085,410558,531,1777,524288,2048
"181",5,"L","L","H","L","namd_ID0000003",4.03,7208.14,0,2917561,409225,511,1764,458752,496
"182",6,"L","L","H","L","namd_ID0000003",3.09,7209.26,0,2696536,416143,509,1787,458752,2780
"183",7,"L","L","H","L","namd_ID0000003",2.33,7209.77,0,2916903,404229,503,1746,196608,1476
"184",8,"L","L","H","L","namd_ID0000003",1.79,7209.94,0,2697039,416765,509,1787,458752,1228
"185",9,"L","L","H","L","namd_ID0000003",1.74,7232.72,0,2917888,406901,521,1759,327680,1236
"186",10,"L","L","H","L","namd_ID0000003",1.46,7279.47,0,2918623,414302,519,1780,393216,856
"187",11,"L","L","H","L","namd_ID0000003",2.13,7318.98,0,2705616,6748697,803,53925,354304,13252
"188",12,"L","L","H","L","namd_ID0000003",1.21,7209.95,0,2695001,410666,483,1760,0,20
"189",13,"L","L","H","L","namd_ID0000003",1.34,7209.85,0,2918733,411558,529,1775,65536,800
"190",14,"L","L","H","L","namd_ID0000003",1.1,7210.66,0,2693567,405013,474,1742,327680,852
"191",15,"L","L","H","L","namd_ID0000003",0.94,7210.56,0,2920238,416415,538,1791,262144,308
"192",16,"L","L","H","L","namd_ID0000003",1.37,7209.95,0,2693990,405848,477,1744,65536,288
"193",17,"L","L","H","L","namd_ID0000003",1.09,7212.49,0,2695669,411359,498,1769,131072,284
"194",18,"L","L","H","L","namd_ID0000003",1.07,7210.56,0,2918955,409521,524,1765,196608,1152
"195",19,"L","L","H","L","namd_ID0000003",0.96,7210.27,0,2694693,411732,487,1768,196608,608
"196",20,"L","L","H","L","namd_ID0000003",0.91,7210.88,0,2697431,416788,509,1785,262144,56
"197",21,"L","L","H","L","namd_ID0000003",1.02,7451.85,0,3139859,404978,532,1754,655360,376
"198",22,"L","L","H","L","namd_ID0000003",1,7210.64,0,2695825,411356,500,1769,262144,568
"199",23,"L","L","H","L","namd_ID0000003",1.1,7211.81,0,2694959,409981,482,1758,327680,72
"200",24,"L","L","H","L","namd_ID0000003",0.99,7211.22,0,2919640,412582,532,1779,131072,32
"201",25,"L","L","H","L","namd_ID0000003",1.01,7213.1,0,2693809,404646,474,1740,131072,280
"202",26,"L","L","H","L","namd_ID0000003",1.1,7211.06,0,2695783,411305,499,1769,65536,1060
"203",27,"L","L","H","L","namd_ID0000003",1.07,7211.43,0,2695897,410048,496,1761,393216,332
"204",28,"L","L","H","L","namd_ID0000003",1.39,7211.52,0,2925572,5837496,746,46441,18432,7620
"205",29,"L","L","H","L","namd_ID0000003",1.21,7150.59,0,2698721,3189222,603,24676,77824,2532
"206",30,"L","L","H","L","namd_ID0000003",1.04,7210.97,0,2697070,1382676,532,9766,196608,1180
"207",31,"L","L","H","L","namd_ID0000003",0.6,6443.93,0,2917592,327052,510,1407,65536,8
"208",32,"L","L","H","L","namd_ID0000003",1.08,7975.38,0,2696234,493774,502,2125,262144,580
"209",33,"L","L","H","L","namd_ID0000003",0.87,7217.48,0,2919135,411978,529,1775,0,16
"210",34,"L","L","H","L","namd_ID0000003",0.97,7210.44,0,2693614,405227,475,1744,327680,324
"211",35,"L","L","H","L","namd_ID0000003",1.02,7094.88,0,2696800,404820,508,1737,196608,44
"212",36,"L","L","H","L","namd_ID0000003",0.98,7210.89,0,2917218,404464,504,1746,131072,32
"213",37,"L","L","H","L","namd_ID0000003",0.92,7210.38,0,2697167,417647,509,1789,327680,1476
"214",38,"L","L","H","L","namd_ID0000003",0.91,7239.9,0,2917916,404462,516,1749,196608,304
"215",39,"L","L","H","L","namd_ID0000003",0.87,7211.68,0,2695761,416466,495,1784,196608,40
"216",40,"L","L","H","L","namd_ID0000003",0.95,7210.29,0,2918402,406306,521,1757,132,8
"217",41,"L","L","H","L","namd_ID0000003",0.88,7219.76,0,2694833,411119,483,1760,65668,16
"218",42,"L","L","H","L","namd_ID0000003",0.92,7210.95,0,2696864,417854,508,1785,132,12
"219",43,"L","L","H","L","namd_ID0000003",0.82,7210.73,0.36,2693801,406787,474,1742,131072,280
"220",44,"L","L","H","L","namd_ID0000003",0.84,7225.96,0,2695835,412531,499,1767,131072,40
"221",45,"L","L","H","L","namd_ID0000003",0.86,7209.97,0,2694014,406533,475,1742,262144,316
"222",46,"L","L","H","L","namd_ID0000003",1.01,7210.21,0,2919341,413568,529,1775,65536,20
"223",47,"L","L","H","L","namd_ID0000003",0.9,7216.04,0,2693754,406094,473,1740,196608,564
"224",48,"L","L","H","L","namd_ID0000003",0.84,7210.86,0,2696921,417950,508,1785,131072,556
"225",49,"L","L","H","L","namd_ID0000003",0.93,7209.91,0,2693636,405778,473,1740,131072,284
"226",50,"L","L","H","L","namd_ID0000003",0.84,7210.55,0,2920664,418861,540,1795,131072,32
"227",51,"L","L","H","L","namd_ID0000003",0.98,7210.26,0,2694851,406019,487,1743,131072,300
"228",52,"L","L","H","L","namd_ID0000003",0.78,5654.43,0,2246287,327211,412,1400,0,4
"229",53,"L","L","H","L","namd_ID0000003",1.04,7234.71,0,2917933,411402,511,1764,131072,276
"230",54,"L","L","H","L","namd_ID0000003",0.91,7210.91,0,2695757,412885,500,1769,0,24
"231",55,"L","L","H","L","namd_ID0000003",0.85,7211.35,0,2917540,407516,507,1752,65536,1164
"232",56,"L","L","H","L","namd_ID0000003",0.99,7219.1,0,2696808,417123,506,1783,131072,296
"233",57,"L","L","H","L","namd_ID0000003",0.78,7211.22,0,2917855,406051,516,1749,131072,36
"234",58,"L","L","H","L","namd_ID0000003",1.02,7209.77,0,2695850,418104,495,1784,65536,16
"235",59,"L","L","H","L","namd_ID0000003",0.93,7211.65,0,2695464,406952,489,1745,0,8
"236",60,"L","L","H","L","namd_ID0000003",0.94,7210.71,0,2919051,418090,524,1790,65536,276
"237",1,"L","L","H","L","namd_ID0000003",679.08,3645.25,3.66,5492165,38707283,2438,825186,984852244,6130616
"238",2,"L","L","H","L","namd_ID0000003",48.25,7163.14,0,2694828,404322,485,1740,196608,2704
"239",3,"L","L","H","L","namd_ID0000003",12.92,7221.46,0,2695089,409947,495,1769,458752,1396
"240",4,"L","L","H","L","namd_ID0000003",6.16,7205.18,0,2693970,403754,480,1742,131072,1664
"241",5,"L","L","H","L","namd_ID0000003",4.13,7024.95,0,2695439,397516,496,1711,0,1860
"242",6,"L","L","H","L","namd_ID0000003",2.79,7208.84,0,2693562,405431,476,1742,262144,1344
"243",7,"L","L","H","L","namd_ID0000003",2.4,7209.39,0,2695316,411869,498,1769,327680,384
"244",8,"L","L","H","L","namd_ID0000003",2.03,7401.37,0,2695679,403676,496,1733,327680,612
"245",9,"L","L","H","L","namd_ID0000003",1.51,7210.35,0,2695000,411842,488,1766,327680,648
"246",10,"L","L","H","L","namd_ID0000003",1.56,7210.82,0,2694387,404865,486,1743,327680,908
"247",11,"L","L","H","L","namd_ID0000003",1.58,7209.92,0,2694457,411981,488,1768,262144,904
"248",12,"L","L","H","L","namd_ID0000003",1.37,7210.12,0,2697700,3342354,604,25942,274432,7680
"249",13,"L","L","H","L","namd_ID0000003",1.41,7210.05,0,2699360,3302684,624,25609,346112,10312
"250",14,"L","L","H","L","namd_ID0000003",1.48,7210,0,2694390,405147,477,1740,262144,452
"251",15,"L","L","H","L","namd_ID0000003",1.18,7216.58,0,2695384,411597,497,1769,262144,428
"252",16,"L","L","H","L","namd_ID0000003",1.15,7210.58,0,2693494,405363,474,1742,196608,972
"253",17,"L","L","H","L","namd_ID0000003",1.19,7209.79,0,2694450,407105,492,1753,196608,128
"254",18,"L","L","H","L","namd_ID0000003",1.18,7210.74,0,2693749,404922,473,1740,65536,1420
"255",19,"L","L","H","L","namd_ID0000003",0.95,7210.98,0,2696164,412079,502,1771,327680,672
"256",20,"L","L","H","L","namd_ID0000003",1.15,7210.32,0,2694108,405741,474,1742,0,544
"257",21,"L","L","H","L","namd_ID0000003",1.07,7210.96,0,2472649,411875,471,1763,131204,284
"258",22,"L","L","H","L","namd_ID0000003",1.08,7367.49,0,2693734,405571,474,1742,65536,288
"259",23,"L","L","H","L","namd_ID0000003",1.09,7210.05,0,2695778,412069,500,1769,196608,560
"260",24,"L","L","H","L","namd_ID0000003",0.92,7210.49,0,2693810,405596,474,1742,65536,292
"261",25,"L","L","H","L","namd_ID0000003",1.01,7210.53,0,2696490,412568,502,1771,65536,276
"262",26,"L","L","H","L","namd_ID0000003",1.25,7231.63,0,2692631,400176,465,1724,393216,64
"263",27,"L","L","H","L","namd_ID0000003",1.01,7210.38,0,2695837,411375,499,1767,262144,588
"264",28,"L","L","H","L","namd_ID0000003",0.83,7213.84,0,2693720,405062,473,1740,196740,840
"265",29,"L","L","H","L","namd_ID0000003",1.15,7210.02,0,2695694,412122,501,1771,262144,580
"266",30,"L","L","H","L","namd_ID0000003",1,7213.04,0,2694387,405876,475,1742,131072,296
