"","time","atoms","cores","timesteps","outfreq","task","stime","utime","iowait","write_bytes","read_bytes","syscw","syscr","vmSize","vmRSS"
"3119",31,"M","L","H","H","sassena_ID0000005",22.88,1780.27,0,672,140140,96,797,0,264
"3120",32,"M","L","H","H","sassena_ID0000005",23.12,1780.01,0,232,217134,26,1402,65536,100
"3121",33,"M","L","H","H","sassena_ID0000005",22.64,1781.89,0,779,217732,77,1438,24576,344
"3122",34,"M","L","H","H","sassena_ID0000005",22.16,1780.85,0,672,140140,96,797,272,20
"3123",35,"M","L","H","H","sassena_ID0000005",22.77,1780.47,0,112,139786,16,743,65536,12
"3124",36,"M","L","H","H","sassena_ID0000005",23.25,1779.95,0,560,140020,80,779,0,144
"3125",37,"M","L","H","H","sassena_ID0000005",23,1781.99,0,672,140140,96,797,0,204
"3126",38,"M","L","H","H","sassena_ID0000005",23.06,1780.21,0,0,139660,0,725,0,0
"3127",39,"M","L","H","H","sassena_ID0000005",23.25,1780.08,0,800,294672,100,2113,12288,624
"3128",40,"M","L","H","H","sassena_ID0000005",23.32,1779.84,0,420,140020,60,779,0,0
"3129",41,"M","L","H","H","sassena_ID0000005",22.99,1780.28,0,252,139807,36,743,65536,52
"3130",42,"M","L","H","H","sassena_ID0000005",22.71,1780.56,0,672,140492,96,797,131072,32
"3131",43,"M","L","H","H","sassena_ID0000005",23.23,1779.73,0,308,140260,44,761,188,8
"3132",44,"M","L","H","H","sassena_ID0000005",22.94,1780.3,0,364,140260,52,761,0,8
"3133",45,"M","L","H","H","sassena_ID0000005",22.55,1780.81,0,736,217689,98,1455,0,340
"3134",46,"M","L","H","H","sassena_ID0000005",22.76,1780.34,0,224,140265,32,761,0,0
"3135",47,"M","L","H","H","sassena_ID0000005",23.07,1780.69,0,448,140265,64,761,0,144
"3136",48,"M","L","H","H","sassena_ID0000005",23.39,1779.81,0,683,140919,74,781,65536,12
"3137",49,"M","L","H","H","sassena_ID0000005",22.83,1780.3,0,2271788,396723,100,805,1756,2012
"3138",50,"M","L","H","H","sassena_ID0000005",22.98,1780.27,0,448,140265,64,761,0,20
"3139",51,"M","L","H","H","sassena_ID0000005",22.82,1780.47,0,513164,730227,116,1489,65536,36
"3140",52,"M","L","H","H","sassena_ID0000005",22.29,1771.3,0,256592,395706,63,767,0,840
"3141",53,"M","L","H","H","sassena_ID0000005",22.78,1780.63,0,672,140505,96,797,0,52
"3142",54,"M","L","H","H","sassena_ID0000005",22.9,1780.44,0,336,140271,48,761,0,0
"3143",55,"M","L","H","H","sassena_ID0000005",22.61,1780.52,0,336,140265,48,761,65536,20
"3144",56,"M","L","H","H","sassena_ID0000005",23.08,1780.12,0,672,140505,96,797,0,328
"3145",57,"M","L","H","H","sassena_ID0000005",23.39,1779.94,0,400,217611,50,1419,0,264
"3146",58,"M","L","H","H","sassena_ID0000005",23.76,1779.62,0,400,217443,50,1418,0,228
"3147",59,"M","L","H","H","sassena_ID0000005",4.55,356.05,0,112,28125,16,163,0,0
"3148",1,"M","L","H","H","sassena_ID0000006",193.54,1517.25,12.72,245402,432882930,2669,97129,254920440,3103572
"3149",2,"M","L","H","H","sassena_ID0000006",7.11,1796.03,0,1604,139945,195,871,12288,220
"3150",3,"M","L","H","H","sassena_ID0000006",2.78,1800.44,0,1861,448361,181,3482,689116,9868
"3151",4,"M","L","H","H","sassena_ID0000006",1.7,1801.47,0,1353,139829,170,853,136,12
"3152",5,"M","L","H","H","sassena_ID0000006",1.25,1801.81,0,1536,294289,198,2171,136,528
"3153",6,"M","L","H","H","sassena_ID0000006",1.14,1802.19,0,1383,140309,174,871,136,40
"3154",7,"M","L","H","H","sassena_ID0000006",0.92,1802.77,0,1272,217103,171,1512,136,220
"3155",8,"M","L","H","H","sassena_ID0000006",0.74,1802.71,0,1440,216953,195,1526,272,520
"3156",9,"M","L","H","H","sassena_ID0000006",0.8,1802.5,0,1008,139535,144,833,272,4
"3157",10,"M","L","H","H","sassena_ID0000006",0.8,1811.86,0,1508,294281,194,2169,540,932
"3158",11,"M","L","H","H","sassena_ID0000006",0.74,1802.56,0,1204,139775,172,869,0,0
"3159",12,"M","L","H","H","sassena_ID0000006",0.61,1803.18,0,1547,294815,176,2171,324,1204
"3160",13,"M","L","H","H","sassena_ID0000006",0.74,1802.46,0,1344,139775,192,869,0,348
"3161",14,"M","L","H","H","sassena_ID0000006",0.64,1802.56,0,1104,216983,147,1494,404,76
"3162",15,"M","L","H","H","sassena_ID0000006",0.73,1802.4,0,1412,216953,191,1526,540,504
"3163",16,"M","L","H","H","sassena_ID0000006",0.61,1802.49,0,1300,217103,175,1512,324,464
"3164",17,"M","L","H","H","sassena_ID0000006",0.56,1802.7,0,1528,216953,196,1526,328,744
"3165",18,"M","L","H","H","sassena_ID0000006",0.6,1802.63,0,1097,140069,145,835,136,648
"3166",19,"M","L","H","H","sassena_ID0000006",0.63,1804.34,0,1368,294281,174,2169,596,420
"3167",20,"M","L","H","H","sassena_ID0000006",0.61,1802.82,0,1344,139775,192,869,0,72
"3168",21,"M","L","H","H","sassena_ID0000006",0.53,1802.7,0,1272,217103,171,1512,0,300
"3169",22,"M","L","H","H","sassena_ID0000006",0.11,360.38,0,264,105061,27,820,248,372
"3170",1,"M","L","H","H","sassena_ID0000006",176.23,1467.56,23.16,246891,432905812,2726,97237,254985960,3103796
"3171",2,"M","L","H","H","sassena_ID0000006",7.66,1795.22,0,1241,139714,154,835,0,0
"3172",3,"M","L","H","H","sassena_ID0000006",3.01,1800.19,0,1920,448366,178,3482,701140,9488
"3173",4,"M","L","H","H","sassena_ID0000006",1.72,1802.15,0,1521,139954,194,871,136,204
"3174",5,"M","L","H","H","sassena_ID0000006",1.32,1873.5,0,1508,294408,194,2189,3260,468
"3175",6,"M","L","H","H","sassena_ID0000006",0.96,1802.12,0,1495,140194,190,853,136,424
"3176",7,"M","L","H","H","sassena_ID0000006",0.91,1802.31,0,1204,139780,172,869,136,0
"3177",8,"M","L","H","H","sassena_ID0000006",0.66,1802.29,0,1368,294290,174,2169,312,744
"3178",9,"M","L","H","H","sassena_ID0000006",0.84,1802.62,0,1176,139660,168,851,136,4
"3179",10,"M","L","H","H","sassena_ID0000006",0.67,1802.67,0,1396,294290,178,2169,300,952
"3180",11,"M","L","H","H","sassena_ID0000006",0.66,1802.44,0,1260,139780,180,869,65948,4
"3181",12,"M","L","H","H","sassena_ID0000006",0.7,1802.65,0,1603,294824,184,2171,188,1068
"3182",13,"M","L","H","H","sassena_ID0000006",0.62,1802.47,0,1176,139660,168,851,0,596
"3183",14,"M","L","H","H","sassena_ID0000006",0.69,1802.31,0,1300,217112,175,1512,136,488
"3184",15,"M","L","H","H","sassena_ID0000006",0.62,1802.54,0,1300,216838,175,1508,368,492
"3185",16,"M","L","H","H","sassena_ID0000006",0.52,1617.01,0,1216,202676,163,1454,132,80
"3186",17,"M","L","H","H","sassena_ID0000006",0.56,1863.44,0,1361,216838,172,1508,272,364
"3187",18,"M","L","H","H","sassena_ID0000006",0.69,1802.55,0,1294,140074,173,835,0,648
"3188",19,"M","L","H","H","sassena_ID0000006",0.67,1811.22,0,1536,294027,198,2185,376,164
"3189",20,"M","L","H","H","sassena_ID0000006",0.61,1802.12,0,1176,139780,168,869,180,740
"3190",21,"M","L","H","H","sassena_ID0000006",0.69,1802.54,0,1244,217112,167,1512,0,84
"3191",22,"M","L","H","H","sassena_ID0000006",0.09,360.52,0,320,105062,35,820,0,356
"3192",1,"M","L","H","H","sassena_ID0000006",178.71,874.6,9.53,243892,432831201,2564,96762,254920436,3104120
"3193",2,"M","L","H","H","sassena_ID0000006",13.04,1789.88,0,2069,141437,226,893,136,16
"3194",3,"M","L","H","H","sassena_ID0000006",3.59,1799.27,0,1773,448033,180,3478,510340,7304
"3195",4,"M","L","H","H","sassena_ID0000006",1.82,1801.14,0,1614,140783,184,873,190656,2216
"3196",5,"M","L","H","H","sassena_ID0000006",1.38,1709.49,0,1176,126804,168,783,2312,264
"3197",6,"M","L","H","H","sassena_ID0000006",1.04,1802.05,0,1536,294623,198,2187,136,548
"3198",7,"M","L","H","H","sassena_ID0000006",0.95,1802.22,0,1185,140369,146,835,0,0
"3199",8,"M","L","H","H","sassena_ID0000006",0.79,1802.47,0,1536,294607,198,2185,680,480
"3200",9,"M","L","H","H","sassena_ID0000006",0.88,1802.32,0,1176,139955,168,851,0,236
"3201",10,"M","L","H","H","sassena_ID0000006",0.62,1802.6,0,1284,294487,162,2167,132,668
"3202",11,"M","L","H","H","sassena_ID0000006",0.91,1802.31,0,1260,139956,180,851,620,260
"3203",12,"M","L","H","H","sassena_ID0000006",0.53,1802.61,0,1617,217967,197,1530,188,652
"3204",13,"M","L","H","H","sassena_ID0000006",0.64,1802.71,0,1272,217133,171,1508,0,620
"3205",14,"M","L","H","H","sassena_ID0000006",0.65,1802.46,0,1176,139955,168,851,0,4
"3206",15,"M","L","H","H","sassena_ID0000006",0.66,1802.49,0,1368,294487,174,2167,316,1232
"3207",16,"M","L","H","H","sassena_ID0000006",0.56,1802.95,0,1176,139955,168,851,136,0
"3208",17,"M","L","H","H","sassena_ID0000006",0.61,1802.24,0,1536,294607,198,2185,376,692
"3209",18,"M","L","H","H","sassena_ID0000006",0.65,1802.55,0,1355,140489,170,853,0,312
"3210",19,"M","L","H","H","sassena_ID0000006",0.49,1802.71,0,1104,217189,147,1492,324,176
"3211",20,"M","L","H","H","sassena_ID0000006",0.62,1802.43,0,1440,217253,195,1526,0,92
"3212",21,"M","L","H","H","sassena_ID0000006",0.54,1802.5,0,1440,217429,195,1528,0,624
"3213",22,"M","L","H","H","sassena_ID0000006",0.35,1081.66,0,684,161127,87,1164,0,368
"3214",1,"M","L","H","H","sassena_ID0000006",173.84,830.66,28.94,250548,435611992,2670,120178,254985852,3105212
"3215",2,"M","L","H","H","sassena_ID0000006",15.54,1790.67,0,1899,141139,213,893,136,16
"3216",3,"M","L","H","H","sassena_ID0000006",4.22,1802.21,0,1945,447827,193,3480,700996,8948
"3217",4,"M","L","H","H","sassena_ID0000006",2.23,1801.53,0,1442,140366,171,855,136,12
"3218",5,"M","L","H","H","sassena_ID0000006",1.57,1801.81,0,1216,216962,163,1512,136,356
"3219",6,"M","L","H","H","sassena_ID0000006",1.17,1802.65,0,1440,216970,195,1528,416,672
"3220",7,"M","L","H","H","sassena_ID0000006",1.04,1802.14,0,1355,140193,170,853,676,0
"3221",8,"M","L","H","H","sassena_ID0000006",0.97,1803.73,0,1368,294286,174,2169,0,824
"3222",9,"M","L","H","H","sassena_ID0000006",0.7,1802.54,0,1344,139780,192,869,160,240
"3223",10,"M","L","H","H","sassena_ID0000006",0.86,1802.2,0,1256,294166,158,2151,188,480
"3224",11,"M","L","H","H","sassena_ID0000006",0.78,1802.62,0,1260,139660,180,851,324,264
"3225",12,"M","L","H","H","sassena_ID0000006",0.67,1802.57,0,1479,217765,177,1532,324,652
"3226",13,"M","L","H","H","sassena_ID0000006",0.72,1802.35,0,1328,216834,179,1508,136,640
"3227",14,"M","L","H","H","sassena_ID0000006",0.71,1802.69,0,1272,217112,171,1512,136,468
"3228",15,"M","L","H","H","sassena_ID0000006",0.49,1802.55,0,1328,216834,179,1508,188,572
"3229",16,"M","L","H","H","sassena_ID0000006",0.79,1802.19,0,1176,139660,168,851,0,0
"3230",17,"M","L","H","H","sassena_ID0000006",0.62,1802.48,0,1424,294406,182,2187,188,568
"3231",18,"M","L","H","H","sassena_ID0000006",0.64,1802.49,0,1519,140313,194,871,188,492
"3232",19,"M","L","H","H","sassena_ID0000006",0.57,1802.99,0,1160,216992,155,1494,460,888
"3233",20,"M","L","H","H","sassena_ID0000006",0.57,1802.62,0,1216,216834,163,1508,0,292
"3234",21,"M","L","H","H","sassena_ID0000006",0.5,1802.9,0,1440,217232,195,1530,184,340
"3235",22,"M","L","H","H","sassena_ID0000006",0.56,1441.91,0,908,188710,119,1309,248,292
"3236",1,"M","H","L","L","namd_ID0000002",685.21,3637.48,3.42,6013345,107711675,23832,1756808,995009468,6530440
"3237",2,"M","H","L","L","namd_ID0000002",49.48,5736.94,0,1828254,24210495,4874,195065,4205800,27056
"3238",1,"M","H","L","L","namd_ID0000002",708.35,5065.78,8.47,6879046,121803942,27441,1868934,997978604,6553456
"3239",2,"M","H","L","L","namd_ID0000002",35.41,5747.51,0,967394,15420207,1535,126549,1917440,13436
"3240",1,"M","H","L","L","namd_ID0000002",709.36,5048.59,1.5,6893626,122943097,27921,1878569,998886584,6552728
"3241",2,"M","H","L","L","namd_ID0000002",28.79,4301.07,0,961010,13852122,1448,113944,2566516,14404
"3242",1,"M","H","L","L","namd_ID0000002",706.28,5873.77,4.39,6920034,133437509,28529,1965611,999391892,6561816
"3243",2,"M","H","L","L","namd_ID0000002",20.04,2865.11,0,934630,6892134,735,56534,439080,4960
"3244",1,"M","H","L","L","namd_ID0000003",704.4,5069.38,7.66,6868662,43544400,2850,1235730,985573420,6766956
"3245",2,"M","H","L","L","namd_ID0000003",33.62,7182.1,0.02,4539852,8191995,775,65851,395528,20992
"3246",3,"M","H","L","L","namd_ID0000003",12.8,7276.51,0,4546680,13303678,994,107763,346112,8516
"3247",4,"M","H","L","L","namd_ID0000003",6.29,7222.88,0,4083378,5861477,601,46594,524288,1436
"3248",5,"M","H","L","L","namd_ID0000003",4.69,7208.53,0,4532736,4496731,567,35426,333824,2972
"3249",6,"M","H","L","L","namd_ID0000003",3.22,7210.42,0,4077452,2364549,440,17951,334372,1220
"3250",7,"M","H","L","L","namd_ID0000003",3.4,7212.3,0,4537172,6525818,707,52016,382976,1800
"3251",8,"M","H","L","L","namd_ID0000003",1.26,2889.99,0,1817538,4009181,351,32328,137216,412
"3252",1,"M","H","L","L","namd_ID0000003",699.5,4975.72,20.17,6868641,43255911,2802,1233466,985830948,6779236
"3253",2,"M","H","L","L","namd_ID0000003",37.34,7174.61,0.02,4083710,5910097,615,47156,620544,16528
"3254",3,"M","H","L","L","namd_ID0000003",12.99,7267.78,0,4543294,11077196,897,89398,870400,11316
"3255",4,"M","H","L","L","namd_ID0000003",6.9,7205.02,0,4084602,6016186,624,47917,483328,3172
"3256",5,"M","H","L","L","namd_ID0000003",5.03,7206.95,0,4534052,5255168,608,41575,327816,2948
"3257",6,"M","H","L","L","namd_ID0000003",3.86,7208.62,0,4081112,4898474,553,38716,262144,2328
"3258",7,"M","H","L","L","namd_ID0000003",3.1,7280.13,0,4530924,3081007,508,23801,274432,1288
"3259",8,"M","H","L","L","namd_ID0000003",2.36,5765.82,0,3175340,4618940,474,36702,817980,3148
"3260",1,"M","H","L","L","namd_ID0000003",717.88,6092.98,9.54,7777463,43793080,2907,1237963,985863840,6770720
"3261",2,"M","H","L","L","namd_ID0000003",27.37,7264.6,0.01,4092519,11830864,899,95802,347540,25528
"3262",3,"M","H","L","L","namd_ID0000003",10.34,7204.99,0,4090269,9313126,807,75071,286720,4192
"3263",4,"M","H","L","L","namd_ID0000003",5.95,7046.34,0,4535486,5952657,649,47450,333824,2140
"3264",5,"M","H","L","L","namd_ID0000003",4.44,7210.08,0,4083605,5911454,631,47090,489472,2224
"3265",6,"M","H","L","L","namd_ID0000003",3.39,7208.96,0,4532710,4292432,564,33771,393216,1416
"3266",7,"M","H","L","L","namd_ID0000003",2.94,7212.95,0,4079312,3782547,499,29603,589824,868
"3267",8,"M","H","L","L","namd_ID0000003",1.48,4325.99,0,2719751,3372953,365,26827,131204,624
"3268",1,"M","H","L","L","namd_ID0000003",97.29,339.8,0.67,4520991,10224938,785,959206,140321604,964400
"3269",2,"M","H","L","L","namd_ID0000003",692.89,8338.61,3.12,4176787,41084434,2603,340857,845457076,5831508
"3270",3,"M","H","L","L","namd_ID0000003",19.5,7192.86,0.04,4536534,6503016,679,52054,405500,5168
"3271",4,"M","H","L","L","namd_ID0000003",9.29,7410.59,0,4535356,5922155,647,47226,507904,1952
"3272",5,"M","H","L","L","namd_ID0000003",5.5,7210.82,0,4530575,3735093,528,29273,340100,1332
"3273",6,"M","H","L","L","namd_ID0000003",4.18,7207.83,0,4082181,4959005,561,39270,661636,1176
"3274",7,"M","H","L","L","namd_ID0000003",3.9,7209.11,0,4541237,9982196,823,80610,393216,3692
"3275",8,"M","H","L","L","namd_ID0000003",2.82,7351.55,0,4531949,3949764,543,31052,464896,1308
"3276",9,"M","H","L","L","namd_ID0000003",0.48,1441.53,0,905252,77335,75,333,0,28
"3277",1,"M","H","L","L","sassena_ID0000005",421.24,1620.16,4.54,248967,101933160,1318,139789,506861724,3699456
"3278",2,"M","H","L","L","sassena_ID0000005",256.68,3349.81,0,4734,279662,595,1864,492340,3004
"3279",3,"M","H","L","L","sassena_ID0000005",237.95,3403.16,0,4013,275122,550,1857,66120,28
"3280",1,"M","H","L","L","sassena_ID0000005",430.84,1572.35,35.29,249964,101015592,1349,132037,506863360,3697328
"3281",2,"M","H","L","L","sassena_ID0000005",258.54,3416.37,0.01,4507,279436,574,1874,360588,3812
"3282",3,"M","H","L","L","sassena_ID0000005",235.47,3370.35,0,4267,278357,586,1873,131072,300
"3283",1,"M","H","L","L","sassena_ID0000005",497.47,2353.29,101.8,254537,102389598,1546,143590,507158416,3701820
"3284",2,"M","H","L","L","sassena_ID0000005",229.8,3230.84,0,3340,223214,499,1503,262144,216
"3285",3,"M","H","L","L","sassena_ID0000005",207.64,2853.05,0,4096,277599,528,1852,131072,56
"3286",1,"M","H","L","L","sassena_ID0000005",476.4,2326.86,58.11,256223,102679865,1446,146026,506958712,3701188
"3287",2,"M","H","L","L","sassena_ID0000005",247.81,3366.69,0,4451,279430,566,1874,200148,2768
"3288",3,"M","H","L","L","sassena_ID0000005",187.24,2698.24,0,3108,222218,444,1489,262824,32
"3289",1,"M","H","L","L","sassena_ID0000006",343.29,2014.73,1.34,253172,101645311,1584,137541,507000296,3667064
"3290",2,"M","H","L","L","sassena_ID0000006",14.12,1428.69,0,2447,111750,326,835,0,988
"3291",1,"M","H","L","L","sassena_ID0000006",355.14,2461.72,2.93,252380,101301982,1644,134481,506923648,3667556
"3292",2,"M","H","L","L","sassena_ID0000006",7.21,736.84,0,1238,56420,165,432,0,492
"3293",1,"M","H","L","L","sassena_ID0000006",355.85,3003.11,39.4,254869,101808618,1801,138747,506857068,3666492
"3294",1,"M","H","L","L","sassena_ID0000006",347.47,2319.07,14.5,253050,101893537,1583,139600,506922580,3667332
"3295",2,"M","H","L","L","sassena_ID0000006",7.14,714.21,0,1406,56421,189,435,0,16
"3296",1,"M","H","H","L","namd_ID0000002",712.38,5049.43,3.54,6863637,124376234,27433,1890615,997255016,6548412
"3297",2,"M","H","H","L","namd_ID0000002",40.91,7170.95,0,1455322,19487999,2170,159449,1229176,15276
"3298",3,"M","H","H","L","namd_ID0000002",17.37,7197.45,0,960329,13798304,1207,112530,428008,5616
"3299",4,"M","H","H","L","namd_ID0000002",12.45,7205.88,0,1406825,11303469,1069,91980,594852,3168
"3300",5,"M","H","H","L","namd_ID0000002",10.6,7200.68,0,1407655,13311786,1089,108611,354152,2168
"3301",6,"M","H","H","L","namd_ID0000002",10.1,7204.58,0,1405707,11719727,1045,95355,246856,2232
"3302",7,"M","H","H","L","namd_ID0000002",9.36,7233.48,0,1406515,11714455,1073,95345,505540,2544
"3303",8,"M","H","H","L","namd_ID0000002",7.28,5761.62,0,944277,7845234,811,63684,396088,1728
"3304",9,"M","H","H","L","namd_ID0000002",9.24,7202.64,0,1401052,8617884,881,69596,365368,1660
"3305",10,"M","H","H","L","namd_ID0000002",8.67,7232.81,0,1402310,8903109,939,72064,1092392,2388
"3306",11,"M","H","H","L","namd_ID0000002",8.32,7204.58,0,1403698,9454400,963,76706,209708,2244
"3307",12,"M","H","H","L","namd_ID0000002",8.32,7204.31,0,1400860,8618506,878,69834,78632,1436
"3308",13,"M","H","H","L","namd_ID0000002",7.99,7205.86,0,1399286,7634915,843,61623,71948,2684
"3309",14,"M","H","H","L","namd_ID0000002",8.41,7203.55,0,1401974,8684029,911,70369,371360,1756
"3310",15,"M","H","H","L","namd_ID0000002",8.13,7203.57,0,1401568,9281686,903,75294,79300,1188
"3311",16,"M","H","H","L","namd_ID0000002",6.52,5765.64,0,940034,7565133,714,61304,158564,868
"3312",1,"M","H","H","L","namd_ID0000002",707.77,5402.23,2.81,6917644,127941386,28560,1919985,999287624,6558416
"3313",2,"M","H","H","L","namd_ID0000002",37.9,7174.04,0,1881377,17277632,1748,141565,2108160,11344
"3314",3,"M","H","H","L","namd_ID0000002",19.48,7192.74,0,1417206,13780190,1312,112523,798404,5232
"3315",4,"M","H","H","L","namd_ID0000002",14.39,7198.02,0,1412719,13767048,1198,112441,104004,3496
"3316",5,"M","H","H","L","namd_ID0000002",11.79,7199.96,0,1409345,12643026,1141,103200,366016,2348
"3317",6,"M","H","H","L","namd_ID0000002",10.77,7201.16,0,1410107,14129611,1165,115623,200304,2464
"3318",7,"M","H","H","L","namd_ID0000002",10.17,7202,0,1404979,11149146,1011,90864,221988,1740
"3319",8,"M","H","H","L","namd_ID0000002",9.78,7202.22,0,1404573,11200188,1008,91313,328352,1876
"3320",9,"M","H","H","L","namd_ID0000002",9.77,7202.05,0,1400970,9349254,895,75823,216252,2004
"3321",10,"M","H","H","L","namd_ID0000002",9.79,7202.08,0,1402607,10203222,935,82978,328076,1376
"3322",11,"M","H","H","L","namd_ID0000002",9.5,7204.91,0,1406484,11269973,1017,91743,306216,1888
"3323",12,"M","H","H","L","namd_ID0000002",9.27,7204.93,0,1402742,9361611,913,75949,209832,1656
"3324",13,"M","H","H","L","namd_ID0000002",9.65,7205.52,0,1406831,11044937,1045,90009,335308,1828
"3325",14,"M","H","H","L","namd_ID0000002",9.58,7202.31,0,1405773,11417893,1013,93129,144704,1856
"3326",15,"M","H","H","L","namd_ID0000002",9.53,7202.54,0,1406913,11198008,1019,91217,132420,1404
"3327",16,"M","H","H","L","namd_ID0000002",1.96,1440.46,0,461533,2857752,228,23408,268,652
"3328",1,"M","H","H","L","namd_ID0000002",715.57,6302.54,2.85,6908941,124087226,28301,1888084,998523200,6555676
"3329",2,"M","H","H","L","namd_ID0000002",34.96,7180.71,0,1868620,13717800,1333,111875,385792,7160
"3330",3,"M","H","H","L","namd_ID0000002",17.35,7194.08,0,1417629,13650560,1278,111317,151128,3060
"3331",4,"M","H","H","L","namd_ID0000002",13.4,7198.24,0,1863051,11579668,1139,94247,150724,2140
"3332",5,"M","H","H","L","namd_ID0000002",11.48,7200.13,0,1410460,11693468,1089,95123,222132,2456
"3333",6,"M","H","H","L","namd_ID0000002",10.68,7206.31,0,1406358,8868023,968,71737,71952,1540
"3334",7,"M","H","H","L","namd_ID0000002",9.96,7202.02,0,1861143,10835719,1087,87981,150592,1672
"3335",8,"M","H","H","L","namd_ID0000002",9.25,7202.93,0,1405540,9792798,955,79347,282192,1268
"3336",9,"M","H","H","L","namd_ID0000002",9.17,7201.45,0,1405080,9340289,950,75688,412720,1792
"3337",10,"M","H","H","L","namd_ID0000002",8.23,7203.52,0,1402009,8001399,872,64626,150036,1392
"3338",11,"M","H","H","L","namd_ID0000002",8.79,7205.73,0,1854030,8502097,919,68726,227596,2024
"3339",12,"M","H","H","L","namd_ID0000002",8.99,7202.66,0,1403829,9062183,913,73347,197412,1612
"3340",13,"M","H","H","L","namd_ID0000002",7.88,6646.77,0,1402440,7641525,842,61623,203152,1300
"3341",14,"M","H","H","L","namd_ID0000002",8.83,7408.7,0,1405001,9927437,966,80448,66608,1504
"3342",15,"M","H","H","L","namd_ID0000002",5.06,4322.31,0,933189,6085752,579,49361,66340,724
"3343",1,"M","H","H","L","namd_ID0000003",698.43,5044.11,4.8,7322444,43018305,2888,1231552,985492272,6770048
"3344",2,"M","H","H","L","namd_ID0000003",35.86,7177.17,0.02,4542727,9811313,861,79175,698368,19640
"3345",3,"M","H","H","L","namd_ID0000003",12.31,7222.47,0,4546214,11488395,924,92797,389252,7944
"3346",4,"M","H","H","L","namd_ID0000003",7.07,7212.44,0,4538847,9148139,782,73596,626820,4492
"3347",5,"M","H","H","L","namd_ID0000003",4.77,7209.07,0,4536993,6726550,697,53795,305152,1572
"3348",6,"M","H","H","L","namd_ID0000003",3.69,7209.65,0,4535973,6019985,638,47942,590092,1748
"3349",7,"M","H","H","L","namd_ID0000003",3.19,7213.49,0,4534427,5157324,606,40875,393348,988
"3350",8,"M","H","H","L","namd_ID0000003",2.86,7257.15,0,4081415,4494550,538,35372,458752,864
"3351",9,"M","H","H","L","namd_ID0000003",2.14,7210.73,0,4529754,2216698,472,16737,393216,904
"3352",10,"M","H","H","L","namd_ID0000003",2.39,7211.16,0,4534238,5363896,612,42536,464896,1052
"3353",11,"M","H","H","L","namd_ID0000003",2.24,7212.98,0,4986973,5211833,646,41308,327680,576
"3354",12,"M","H","H","L","namd_ID0000003",2,7213.14,0,4529774,2164755,472,16286,327680,2124
"3355",13,"M","H","H","L","namd_ID0000003",2.05,5784.21,0,3629458,5732278,545,45818,131208,1040
"3356",14,"M","H","H","L","namd_ID0000003",2.06,7214.49,0,4530254,2621152,489,20081,262144,1772
"3357",15,"M","H","H","L","namd_ID0000003",2.5,7236.87,0,4360783,10072415,809,81210,262144,3320
"3358",16,"M","H","H","L","namd_ID0000003",1.83,7210.9,0.01,4262466,3745875,534,29342,131072,1448
"3359",17,"M","H","H","L","namd_ID0000003",1.62,7210.65,0,4528680,1455111,441,10442,131072,784
"3360",18,"M","H","H","L","namd_ID0000003",1.54,7210.83,0,4982851,3432803,551,26671,536576,2000
"3361",19,"M","H","H","L","namd_ID0000003",1.75,7210.14,0,4533387,4099735,558,32208,286720,768
"3362",20,"M","H","H","L","namd_ID0000003",1.8,7210.64,0,4532858,3037126,530,23447,399492,792
"3363",21,"M","H","H","L","namd_ID0000003",1.78,7209.88,0,4530410,2722832,491,20849,524288,568
"3364",22,"M","H","H","L","namd_ID0000003",1.67,7224.53,0,4528848,1354782,438,9636,196608,76
"3365",23,"M","H","H","L","namd_ID0000003",1.94,7210.02,0,4534769,5258622,611,41672,334184,2588
"3366",24,"M","H","H","L","namd_ID0000003",1.65,7215.13,0,4530059,1410105,455,10106,196740,920
"3367",25,"M","H","H","L","namd_ID0000003",1.66,7211.2,0,4529524,1912922,459,14198,268288,384
"3368",26,"M","H","H","L","namd_ID0000003",1.48,7210.25,0,4528986,1456240,441,10456,65668,96
"3369",27,"M","H","H","L","namd_ID0000003",1.67,7224.12,0,4533611,4904019,584,38789,268420,1720
"3370",28,"M","H","H","L","namd_ID0000003",1.9,7210.76,0,4532933,3185734,532,24648,262144,736
"3371",29,"M","H","H","L","namd_ID0000003",1.68,7258.28,0,4528638,1201271,430,8365,262144,996
"3372",30,"M","H","H","L","namd_ID0000003",1.46,7214.07,0.01,4528638,1203460,431,8380,131072,176
"3373",31,"M","H","H","L","namd_ID0000003",1.67,7210.73,0,4529519,1658659,454,12126,196608,1020
"3374",32,"M","H","H","L","namd_ID0000003",1.56,7210.83,0,4530181,1007010,446,6724,327680,1448
"3375",33,"M","H","H","L","namd_ID0000003",1.6,7210.08,0,4529012,1507123,443,10862,131204,1212
"3376",34,"M","H","H","L","namd_ID0000003",1.67,7210.17,0,4532168,3991218,544,31272,131072,1084
"3377",35,"M","H","H","L","namd_ID0000003",1.63,7224.48,0,4530953,3027844,504,23416,131072,780
"3378",36,"M","H","H","L","namd_ID0000003",1.58,7209.42,0,4531747,2073660,491,15536,137216,1112
"3379",37,"M","H","H","L","namd_ID0000003",1.25,7211.33,0,4528059,1655740,442,12129,65536,1596
"3380",38,"M","H","H","L","namd_ID0000003",1.67,7212.65,0,4529111,1608270,447,11711,196608,192
"3381",39,"M","H","H","L","namd_ID0000003",1.64,7227.81,0,4532811,3490428,531,27165,131072,1776
