task,rmse,absDivMean,relative,runs
namd2,75.21404406201478,0.06256008652548653,-1.0,5
namd3,68.6538092499326,0.03881661595382029,-1.0,5
sassena5,159.94745207599937,0.14264544020488057,-1.0,5
sassena6,45.46567640776574,0.09466194425749955,-1.0,5
