task,rmse,absDivMean,relative,runs
namd2,0.03851944738916225,0.11861600727528353,0.22321076391707828,1
namd3,0.022280813740776294,0.1272079084044972,0.14761582981495075,1
sassena5,0.05247626334039326,0.3187562861790643,-1.0,1
sassena6,0.03825528412878731,0.22172101987301435,255.08140056636594,1
