task,rmse,absDivMean,relative,runs
namd2,0.18173113879111716,0.46517341867572387,3.1179343006444347,1
namd3,0.07168867644334911,0.0695207456822668,0.08201640203416256,1
sassena5,0.048025016900799765,1.1596658024504434,-1.0,1
sassena6,0.026066122354681868,0.9113146804799804,3.862361960608977,1
