215.22,214.384587156
210.29,210.648549223
176.23,175.845294118
198.54,195.069841521
395.93,389.77394636
393.62,398.142966601
216.03,216.664581498
183.09,181.06
212.33,211.216575342
207.67,208.562254902
204.59,205.051043771
357.92,355.606764706
195.85,192.326036269
197.72,201.084591195
199.77,200.776666667
206.08,205.182565321
399.42,404.639263804
168.41,156.093658537
399.62,404.639263804
196.38,198.61564588
172.48,168.876730769
0.01,76.3176119403
328.21,325.375
192.85,196.842068182
209.6,208.859206349
187.26,196.842068182
231.85,119.02173913
0.01,59.4209090909
400.14,404.639263804
184.16,193.646529915
213.49,214.052340426
409.68,405.285277778
190.8,192.059487179
361.78,362.456857143
202.89,201.801766667
200.47,202.884947368
156.86,155.86
155.72,156.56
203.37,203.632866894
367.3,347.750909091
373.12,376.90097561
309.61,309.61
214.96,215.689226804
405.65,397.639855769
199.07,199.353815789
201.88,201.249330544
201.98,199.971169265
258.93,48.2990322581
207.59,204.395741758
268.4,253.034782609
354.45,355.158867925
217.17,206.743151986
204.72,205.051043771
205.09,202.883970117
215.96,213.319908257
200.83,204.395741758
157.22,163.984242424
366.83,367.947592593
213.32,214.052340426
186.61,187.45875
215.63,216.308875
209.45,210.069448529
205.61,205.182565321
213.65,213.319908257
211.72,211.860608696
187.1,196.842068182
394.52,389.77394636
344.18,335.714871795
186.4,196.842068182
393.25,392.48
203.0,201.19666999
208.78,206.743151986
195.33,198.61564588
209.26,206.743151986
391.5,397.639855769
188.45,198.61564588
0.01,154.838624642
216.47,216.664581498
407.87,397.639855769
395.76,401.117968397
381.46,389.77394636
194.75,195.069841521
211.35,211.860608696
198.26,198.406863469
185.32,195.069841521
189.55,199.971169265
165.85,168.444090909
199.89,200.776666667
197.3,196.611077441
200.93,200.776666667
201.23,201.801766667
212.08,211.216575342
184.74,193.646529915
186.74,185.803790323
207.8,208.562254902
199.65,200.776666667
205.34,205.182565321
204.97,204.395741758
209.38,209.528205128
190.33,192.863076923
415.47,404.639263804
203.02,206.090074906
128.37,128.37
195.13,198.61564588
203.41,204.318605578
216.64,206.743151986
215.67,215.059795918
215.59,216.022162162
205.08,203.632866894
200.43,200.776666667
159.7,102.0409375
202.92,201.19666999
205.62,204.318605578
214.84,214.052340426
200.83,204.395741758
109.72,146.048421053
206.34,208.859206349
198.75,198.75
0.01,51.7528571429
208.84,208.562254902
0.01,18.4148101266
344.18,335.714871795
215.41,205.182565321
191.43,189.617277487
209.22,208.562254902
190.0,193.646529915
159.7,102.0409375
403.96,403.96
389.39,382.554081633
200.24,202.884947368
189.42,154.838624642
192.51,192.261666667
371.71,376.056760563
206.21,208.859206349
196.46,198.406863469
174.73,181.859836066
180.6,180.233622047
196.86,199.971169265
210.21,213.319908257
192.57,195.069841521
203.73,204.318605578
215.23,215.689226804
167.61,102.0409375
393.27,398.142966601
197.1,202.883970117
365.52,369.473085106
200.73,200.776666667
195.85,196.611077441
199.4,196.842068182
216.67,216.899868421
348.5,341.33
201.93,204.395741758
0.01,184.096153846
397.93,398.142966601
200.93,200.776666667
360.49,355.606764706
318.27,320.976
384.13,384.13
199.17,196.842068182
202.3,202.703527508
205.8,205.182565321
403.12,398.582666667
209.09,209.528205128
198.3,195.069841521
188.76,189.617277487
213.04,210.307985258
214.98,202.883970117
209.1,206.743151986
201.71,201.801766667
169.4,174.945897436
201.9,200.776666667
211.31,208.859206349
206.28,205.051043771
401.99,394.03952862
395.93,389.77394636
183.85,186.1275
188.81,197.269468085
212.24,211.216575342
181.91,178.999254658
414.51,401.117968397
204.61,201.19666999
204.14,206.917104377
174.73,181.859836066
214.13,214.712322581
210.25,209.528205128
205.05,205.182565321
212.28,211.216575342
205.72,202.884947368
179.04,187.45875
0.01,102.0409375
183.18,183.177924528
190.79,196.842068182
216.64,206.743151986
393.8,398.142966601
189.69,192.326036269
194.72,193.646529915
204.28,205.051043771
375.17,383.258554217
400.65,404.639263804
197.98,199.353815789
205.7,204.318605578
391.05,384.967708333
391.73,397.639855769
213.4,213.574936709
375.05,381.630166667
200.9,199.353815789
109.87,55.7396
374.75,375.149090909
200.25,202.142222222
197.66,201.249330544
373.78,369.473085106
210.35,211.216575342
185.94,185.050176991
206.41,202.883970117
207.89,208.562254902
183.09,181.06
205.44,208.859206349
388.12,391.366528926
402.07,404.639263804
199.17,199.353815789
199.92,206.743151986
192.38,193.50125
215.9,216.022162162
186.88,189.979297821
188.99,192.326036269
195.73,198.61564588
213.96,214.384587156
179.93,185.501190476
395.18,398.142966601
322.86,324.98
206.57,210.307985258
402.57,404.639263804
199.96,198.61564588
206.96,206.743151986
216.67,216.899868421
199.96,198.61564588
173.73,181.859836066
165.85,168.444090909
408.95,408.95
201.71,203.876666667
195.55,201.19666999
184.74,193.646529915
385.85,381.630166667
192.31,189.979297821
197.47,202.883970117
0.0,7.97567567568
411.23,398.142966601
407.41,397.639855769
318.27,320.976
199.07,199.353815789
215.69,215.689226804
400.92,394.03952862
199.96,198.61564588
185.4,189.979297821
210.74,211.216575342
395.67,398.142966601
183.75,185.050176991
184.04,181.859836066
212.15,211.216575342
217.18,217.19962963
211.97,208.859206349
199.61,196.842068182
399.81,404.639263804
214.28,211.640792839
396.57,392.423658537
208.27,205.182565321
