task,rmse,absDivMean,relative,runs
namd2,0.11198913165038,0.1940848545854855,0.5058727669548487,1
namd3,0.12470201972005769,0.1241187360254205,0.14312838761780314,1
sassena5,0.0706596937358994,0.31111796115618073,-1.0,1
sassena6,0.06534618253677857,0.2898444012449196,1289.1103584832258,1
