65.0,69.9
757.0,757.1
134.0,134.1
35.0,34.1
356.0,360.9
391.0,380.1
356.0,360.9
359.0,360.9
272.0,271.9
1490.0,1494.9
140.0,157.9
764.0,757.1
272.0,271.9
270.0,271.9
38.0,38.1
757.0,757.1
73.0,75.1
764.0,757.1
363.0,360.9
35.0,34.1
139.0,134.1
120.0,134.1
75.0,75.1
176.0,183.9
75.0,75.1
764.0,757.1
39.0,38.1
68.0,69.9
356.0,360.9
184.0,183.9
70.0,75.1
158.0,157.9
361.0,360.9
34.0,34.1
2981.0,2912.1
70.0,69.9
134.0,134.1
270.0,271.9
184.0,183.9
19.0,23.9
158.0,157.9
361.0,360.9
176.0,183.9
362.0,360.9
356.0,360.9
140.0,157.9
83.0,75.1
80.0,69.9
183.0,183.9
181.0,183.9
145.0,134.1
125.0,134.1
183.0,183.9
158.0,157.9
356.0,360.9
363.0,360.9
375.0,380.1
1490.0,1494.9
1438.0,1422.9
695.0,696.1
146.0,157.9
70.0,69.9
691.0,696.1
1495.0,1494.9
70.0,69.9
184.0,183.9
2912.0,2912.1
158.0,157.9
363.0,360.9
35.0,34.1
696.0,696.1
19.0,23.9
380.0,380.1
1438.0,1422.9
2981.0,2912.1
75.0,75.1
270.0,271.9
696.0,696.1
380.0,380.1
1490.0,1494.9
764.0,757.1
375.0,380.1
24.0,23.9
19.0,23.9
272.0,271.9
356.0,360.9
380.0,380.1
73.0,75.1
695.0,696.1
279.0,271.9
25.0,23.9
359.0,360.9
270.0,271.9
1453.0,1422.9
3021.0,2912.1
158.0,157.9
73.0,75.1
272.0,271.9
35.0,38.1
35.0,34.1
391.0,380.1
1408.0,1422.9
34.0,34.1
272.0,271.9
19.0,23.9
757.0,757.1
24.0,23.9
1490.0,1494.9
359.0,360.9
1490.0,1494.9
35.0,34.1
65.0,69.9
134.0,134.1
375.0,380.1
783.0,157.9
777.0,757.1
159.0,157.9
19.0,23.9
24.0,23.9
75.0,75.1
159.0,157.9
1408.0,1422.9
777.0,757.1
1495.0,1494.9
184.0,183.9
35.0,34.1
1418.0,1422.9
125.0,134.1
1495.0,1494.9
70.0,69.9
691.0,696.1
777.0,757.1
25.0,23.9
19.0,23.9
159.0,157.9
380.0,380.1
711.0,696.1
70.0,69.9
35.0,38.1
359.0,360.9
68.0,69.9
363.0,360.9
711.0,696.1
1408.0,1422.9
270.0,271.9
68.0,69.9
1418.0,1422.9
146.0,157.9
691.0,696.1
3021.0,2912.1
183.0,183.9
75.0,75.1
764.0,757.1
19.0,23.9
1453.0,1422.9
24.0,23.9
73.0,75.1
70.0,75.1
2912.0,2912.1
363.0,360.9
70.0,69.9
375.0,380.1
1514.0,1494.9
86.0,75.1
363.0,360.9
140.0,157.9
711.0,696.1
359.0,360.9
711.0,696.1
140.0,157.9
1418.0,1422.9
279.0,271.9
2981.0,2912.1
19.0,23.9
19.0,23.9
80.0,69.9
83.0,75.1
24.0,23.9
19.0,23.9
272.0,271.9
361.0,360.9
362.0,360.9
176.0,183.9
279.0,271.9
695.0,696.1
120.0,134.1
19.0,23.9
356.0,360.9
70.0,69.9
19.0,23.9
80.0,69.9
125.0,134.1
705.0,696.1
777.0,757.1
391.0,380.1
125.0,134.1
145.0,157.9
1514.0,1494.9
176.0,183.9
176.0,183.9
777.0,757.1
145.0,157.9
391.0,380.1
158.0,157.9
270.0,271.9
270.0,271.9
2912.0,2912.1
359.0,360.9
145.0,157.9
361.0,360.9
183.0,183.9
134.0,134.1
757.0,757.1
2981.0,2912.1
1418.0,1422.9
2912.0,2912.1
70.0,69.9
696.0,696.1
146.0,157.9
33.0,34.1
783.0,157.9
83.0,75.1
1453.0,1422.9
145.0,134.1
380.0,380.1
359.0,360.9
125.0,134.1
695.0,696.1
777.0,757.1
272.0,271.9
696.0,696.1
270.0,271.9
65.0,69.9
139.0,134.1
19.0,23.9
24.0,23.9
691.0,696.1
